Customer ID,Gender,Affinity,Annual Spend,Loyalty Program Member,HistoricalResponseChannel,CLV,HistoricalOfferId,HistoricalOffername,response,Revenue,CostToServe,OfferProbability,Channel,ChannelProbability,OfferID,OfferDescription
32646.000000,"M","Women's Shoes",265.310000,"YES","Direct Mail",26531.000000,1.000000,"Anastasia Beverly Hills",1.000000,473.580000,76.810000,0.380836,"Direct Mail",0.931034,4.000000,"Home Closeout"
32669.000000,"M","Women's Shoes",498.040000,"YES","Email",49804.200000,1.000000,"Anastasia Beverly Hills",1.000000,277.590000,61.830000,0.403523,"Email",0.961538,2.000000,"Discount of Womens Active Shoes"
33056.000000,"M","Women's Shoes",144.010000,"NO","Direct Mail",14401.300000,11.000000,"Save 20% Career Suits",1.000000,338.630000,59.310000,0.507365,"Direct Mail",0.931034,1.000000,"Anastasia Beverly Hills"
33167.000000,"F","Men's Casual",242.190000,"NO","Email",24218.500000,6.000000,"Lancome Gift with Purchase",1.000000,485.880000,50.860000,0.458016,"Email",0.916667,1.000000,"Anastasia Beverly Hills"
33172.000000,"M","Men's Career",310.650000,"YES","Mobile",31065.000000,2.000000,"Discount of Womens Active Shoes",1.000000,316.740000,122.000000,0.513829,"Mobile",0.920000,2.000000,"Discount of Womens Active Shoes"
33173.000000,"F","Men's Sportswear",368.330000,"YES","Email",36832.800000,2.000000,"Discount of Womens Active Shoes",1.000000,211.660000,87.680000,0.464231,"Email",0.954545,1.000000,"Anastasia Beverly Hills"
33233.000000,"M","Women's Career",247.740000,"YES","Mobile",24774.000000,2.000000,"Discount of Womens Active Shoes",1.000000,457.480000,55.880000,0.330744,"Mobile",0.846154,11.000000,"Save 20% Career Suits"
33413.000000,"F","Men's Casual",379.020000,"NO","Email",37901.600000,6.000000,"Lancome Gift with Purchase",1.000000,528.450000,76.830000,0.639493,"Email",0.954545,1.000000,"Anastasia Beverly Hills"
33622.000000,"M","Men's Casual",392.380000,"NO","Email",39237.800000,1.000000,"Anastasia Beverly Hills",1.000000,425.370000,79.870000,0.568322,"Email",0.833333,1.000000,"Anastasia Beverly Hills"
33697.000000,"M","Women's Career",219.790000,"YES","Email",21979.000000,5.000000,"Johnston and Murphy",1.000000,390.800000,88.360000,0.413116,"Email",0.939394,7.000000,"Shoe and Handbag sale"
33891.000000,"F","Women's Shoes",120.020000,"YES","Mobile",12001.700000,2.000000,"Discount of Womens Active Shoes",1.000000,342.840000,86.330000,0.379637,"Mobile",0.968750,2.000000,"Discount of Womens Active Shoes"
34297.000000,"F","Women's Shoes",149.740000,"NO","Mobile",14974.400000,11.000000,"Save 20% Career Suits",1.000000,270.780000,76.200000,0.618641,"Mobile",0.857143,1.000000,"Anastasia Beverly Hills"
34529.000000,"F","Men's Sportswear",431.950000,"NO","Mobile",43195.300000,1.000000,"Anastasia Beverly Hills",1.000000,160.420000,64.450000,0.461631,"Mobile",0.931034,1.000000,"Anastasia Beverly Hills"
34593.000000,"M","Women's Career",358.230000,"YES","Mobile",35823.100000,3.000000,"Dress sale - 30 percent off",1.000000,225.600000,67.320000,0.404137,"Mobile",0.818182,1.000000,"Anastasia Beverly Hills"
34605.000000,"F","Women's Shoes",457.700000,"YES","Mobile",45770.000000,4.000000,"Home Closeout",1.000000,394.730000,49.020000,0.494660,"Mobile",0.818182,2.000000,"Discount of Womens Active Shoes"
34702.000000,"M","Men's Sportswear",263.760000,"YES","Mobile",26376.300000,1.000000,"Anastasia Beverly Hills",1.000000,356.930000,96.360000,0.375526,"Mobile",0.846154,4.000000,"Home Closeout"
34750.000000,"F","Men's Casual",219.040000,"NO","Mobile",21903.600000,1.000000,"Anastasia Beverly Hills",1.000000,282.450000,60.260000,0.441303,"Mobile",0.900000,2.000000,"Discount of Womens Active Shoes"
34756.000000,"F","Men's Casual",152.700000,"YES","Mobile",15270.400000,11.000000,"Save 20% Career Suits",1.000000,374.320000,53.800000,0.517819,"Mobile",0.975309,1.000000,"Anastasia Beverly Hills"
34809.000000,"F","Men's Career",327.940000,"NO","Email",32794.100000,5.000000,"Johnston and Murphy",1.000000,294.350000,77.770000,0.400134,"Email",0.954545,1.000000,"Anastasia Beverly Hills"
35197.000000,"M","Men's Career",403.400000,"NO","Email",40339.800000,6.000000,"Lancome Gift with Purchase",1.000000,433.370000,80.650000,0.570278,"Email",0.964286,1.000000,"Anastasia Beverly Hills"
35262.000000,"M","Women's Career",262.510000,"YES","Direct Mail",26251.200000,1.000000,"Anastasia Beverly Hills",1.000000,324.410000,50.120000,0.331085,"Direct Mail",0.931034,4.000000,"Home Closeout"
35519.000000,"M","Women's Shoes",302.370000,"YES","Mobile",30237.100000,6.000000,"Lancome Gift with Purchase",1.000000,286.720000,85.940000,0.441408,"Mobile",0.920000,2.000000,"Discount of Womens Active Shoes"
35561.000000,"M","Men's Career",344.240000,"YES","Email",34423.600000,6.000000,"Lancome Gift with Purchase",1.000000,444.670000,52.060000,0.356642,"Email",0.857143,1.000000,"Anastasia Beverly Hills"
35707.000000,"M","Women's Shoes",165.350000,"NO","Email",16534.800000,9.000000,"Save 10% with store pickup",1.000000,433.580000,54.700000,0.565658,"Email",0.904762,1.000000,"Anastasia Beverly Hills"
35904.000000,"F","Men's Career",380.610000,"NO","Direct Mail",38060.800000,1.000000,"Anastasia Beverly Hills",1.000000,346.400000,88.750000,0.541591,"Direct Mail",0.777778,1.000000,"Anastasia Beverly Hills"
35979.000000,"M","Women's Shoes",277.470000,"NO","Mobile",27747.000000,10.000000,"Womens Sweater Sale",1.000000,403.070000,91.030000,0.448852,"Mobile",0.920000,1.000000,"Anastasia Beverly Hills"
36040.000000,"M","Women's Shoes",373.030000,"NO","Email",37303.200000,6.000000,"Lancome Gift with Purchase",1.000000,339.030000,61.530000,0.465632,"Email",0.833333,1.000000,"Anastasia Beverly Hills"
36190.000000,"M","Women's Sportwear",284.130000,"YES","Direct Mail",28413.200000,4.000000,"Home Closeout",1.000000,488.130000,56.640000,0.441098,"Direct Mail",0.950000,4.000000,"Home Closeout"
36191.000000,"F","Men's Casual",464.280000,"NO","Direct Mail",46427.500000,1.000000,"Anastasia Beverly Hills",1.000000,306.280000,48.200000,0.434936,"Direct Mail",0.935484,1.000000,"Anastasia Beverly Hills"
36278.000000,"M","Women's Shoes",430.070000,"NO","Email",43006.600000,2.000000,"Discount of Womens Active Shoes",1.000000,466.390000,96.890000,0.342353,"Email",0.947368,4.000000,"Home Closeout"
36364.000000,"F","Women's Shoes",197.260000,"YES","Mobile",19725.600000,5.000000,"Johnston and Murphy",1.000000,484.420000,51.700000,0.457044,"Mobile",0.846154,2.000000,"Discount of Womens Active Shoes"
36405.000000,"F","Home goods",348.220000,"YES","Direct Mail",34822.200000,2.000000,"Discount of Womens Active Shoes",1.000000,389.190000,53.010000,0.441851,"Direct Mail",0.894737,2.000000,"Discount of Womens Active Shoes"
36631.000000,"M","Men's Sportswear",270.520000,"YES","Email",27051.500000,11.000000,"Save 20% Career Suits",1.000000,566.650000,84.000000,0.415087,"Email",0.857143,1.000000,"Anastasia Beverly Hills"
36857.000000,"M","Women's Career",461.330000,"YES","Email",46132.600000,2.000000,"Discount of Womens Active Shoes",1.000000,331.630000,53.570000,0.398955,"Email",0.947368,2.000000,"Discount of Womens Active Shoes"
36863.000000,"F","Men's Career",394.700000,"YES","Mobile",39470.100000,3.000000,"Dress sale - 30 percent off",1.000000,123.160000,79.030000,0.697009,"Mobile",0.964912,1.000000,"Anastasia Beverly Hills"
36927.000000,"M","Home goods",201.810000,"NO","Direct Mail",20181.200000,4.000000,"Home Closeout",1.000000,317.560000,103.590000,0.409389,"Direct Mail",0.894737,4.000000,"Home Closeout"
36951.000000,"F","Men's Casual",129.530000,"YES","Direct Mail",12953.100000,7.000000,"Shoe and Handbag sale",1.000000,388.050000,65.790000,0.480775,"Direct Mail",0.916667,2.000000,"Discount of Womens Active Shoes"
37098.000000,"F","Men's Casual",266.380000,"YES","Mobile",26637.800000,1.000000,"Anastasia Beverly Hills",1.000000,285.440000,77.800000,0.393062,"Mobile",0.928571,1.000000,"Anastasia Beverly Hills"
37114.000000,"M","Women's Sportwear",480.400000,"NO","Email",48039.600000,4.000000,"Home Closeout",1.000000,382.560000,53.880000,0.406138,"Email",0.931034,1.000000,"Anastasia Beverly Hills"
37166.000000,"F","Women's Career",164.840000,"NO","Mobile",16483.500000,1.000000,"Anastasia Beverly Hills",1.000000,476.600000,64.170000,0.612265,"Mobile",0.975309,1.000000,"Anastasia Beverly Hills"
37305.000000,"M","Women's Career",339.610000,"NO","Mobile",33960.700000,11.000000,"Save 20% Career Suits",1.000000,478.830000,58.340000,0.475543,"Mobile",0.928571,1.000000,"Anastasia Beverly Hills"
37366.000000,"M","Men's Career",432.530000,"NO","Email",43252.800000,1.000000,"Anastasia Beverly Hills",1.000000,353.160000,80.380000,0.430154,"Email",0.947368,1.000000,"Anastasia Beverly Hills"
37523.000000,"F","Home goods",276.710000,"NO","Mobile",27671.300000,1.000000,"Anastasia Beverly Hills",1.000000,380.320000,65.430000,0.407198,"Mobile",0.928571,1.000000,"Anastasia Beverly Hills"
37567.000000,"M","Women's Shoes",417.780000,"NO","Mobile",41777.800000,2.000000,"Discount of Womens Active Shoes",1.000000,281.670000,27.430000,0.478618,"Mobile",0.966102,1.000000,"Anastasia Beverly Hills"
37571.000000,"M","Men's Sportswear",180.640000,"NO","Email",18064.200000,2.000000,"Discount of Womens Active Shoes",1.000000,482.710000,32.110000,0.494294,"Email",0.900000,4.000000,"Home Closeout"
37784.000000,"M","Home goods",490.630000,"YES","Mobile",49063.100000,5.000000,"Johnston and Murphy",1.000000,439.920000,40.310000,0.391533,"Mobile",0.941176,4.000000,"Home Closeout"
37917.000000,"F","Women's Shoes",322.320000,"NO","Direct Mail",32231.800000,2.000000,"Discount of Womens Active Shoes",1.000000,330.570000,37.700000,0.457960,"Direct Mail",0.900000,2.000000,"Discount of Womens Active Shoes"
37917.000000,"F","Women's Shoes",322.320000,"NO","Direct Mail",32231.800000,2.000000,"Discount of Womens Active Shoes",1.000000,330.570000,37.700000,0.457960,"Email",0.900000,2.000000,"Discount of Womens Active Shoes"
37917.000000,"F","Women's Sportwear",229.290000,"NO","Email",22928.800000,1.000000,"Anastasia Beverly Hills",1.000000,384.980000,76.260000,0.463888,"Direct Mail",0.900000,1.000000,"Anastasia Beverly Hills"
37917.000000,"F","Women's Sportwear",229.290000,"NO","Email",22928.800000,1.000000,"Anastasia Beverly Hills",1.000000,384.980000,76.260000,0.463888,"Email",0.900000,1.000000,"Anastasia Beverly Hills"
37939.000000,"M","Men's Sportswear",497.320000,"YES","Mobile",49731.600000,1.000000,"Anastasia Beverly Hills",1.000000,391.040000,56.000000,0.404940,"Mobile",0.818182,2.000000,"Discount of Womens Active Shoes"
38014.000000,"F","Men's Casual",233.310000,"NO","Direct Mail",23331.000000,2.000000,"Discount of Womens Active Shoes",1.000000,527.660000,86.390000,0.563867,"Direct Mail",0.900000,1.000000,"Anastasia Beverly Hills"
38055.000000,"F","Men's Sportswear",144.500000,"YES","Mobile",14449.700000,1.000000,"Anastasia Beverly Hills",1.000000,413.740000,84.890000,0.548057,"Mobile",0.975309,1.000000,"Anastasia Beverly Hills"
38063.000000,"F","Home goods",360.740000,"NO","Email",36074.200000,1.000000,"Anastasia Beverly Hills",1.000000,517.690000,54.040000,0.521698,"Email",0.945946,1.000000,"Anastasia Beverly Hills"
38097.000000,"M","Women's Sportwear",371.390000,"NO","Email",37138.500000,1.000000,"Anastasia Beverly Hills",1.000000,468.390000,84.110000,0.463354,"Email",0.945946,1.000000,"Anastasia Beverly Hills"
38360.000000,"F","Women's Shoes",350.160000,"YES","Email",35015.700000,4.000000,"Home Closeout",1.000000,311.440000,90.720000,0.400592,"Email",0.945946,1.000000,"Anastasia Beverly Hills"
38468.000000,"F","Women's Shoes",427.910000,"YES","Mobile",42790.800000,11.000000,"Save 20% Career Suits",1.000000,296.150000,49.270000,0.452519,"Mobile",0.966102,2.000000,"Discount of Womens Active Shoes"
38477.000000,"M","Women's Career",138.170000,"YES","Email",13816.800000,2.000000,"Discount of Womens Active Shoes",1.000000,245.480000,94.730000,0.468148,"Email",0.920000,2.000000,"Discount of Womens Active Shoes"
38600.000000,"M","Women's Sportwear",474.760000,"NO","Mobile",47476.000000,8.000000,"Free shipping on orders over $49",1.000000,441.890000,83.350000,0.452266,"Mobile",0.960000,4.000000,"Home Closeout"
38608.000000,"M","Home goods",427.330000,"YES","Mobile",42733.400000,2.000000,"Discount of Womens Active Shoes",1.000000,413.400000,76.490000,0.393220,"Mobile",0.966102,2.000000,"Discount of Womens Active Shoes"
38645.000000,"F","Men's Casual",472.100000,"YES","Email",47209.900000,1.000000,"Anastasia Beverly Hills",1.000000,299.800000,89.200000,0.389278,"Email",0.947368,1.000000,"Anastasia Beverly Hills"
38723.000000,"F","Men's Career",171.590000,"NO","Direct Mail",17159.000000,1.000000,"Anastasia Beverly Hills",1.000000,353.800000,80.310000,0.624492,"Direct Mail",0.818182,1.000000,"Anastasia Beverly Hills"
38765.000000,"M","Home goods",222.030000,"YES","Email",22203.400000,2.000000,"Discount of Womens Active Shoes",1.000000,351.350000,68.690000,0.293138,"Email",0.945946,5.000000,"Johnston and Murphy"
39042.000000,"F","Women's Shoes",498.320000,"NO","Email",49832.100000,5.000000,"Johnston and Murphy",1.000000,351.370000,63.610000,0.452978,"Email",0.961538,1.000000,"Anastasia Beverly Hills"
39077.000000,"M","Women's Shoes",205.750000,"NO","Mobile",20574.600000,2.000000,"Discount of Womens Active Shoes",1.000000,419.020000,43.570000,0.464110,"Mobile",0.939394,2.000000,"Discount of Womens Active Shoes"
39080.000000,"F","Home goods",183.880000,"YES","Mobile",18387.800000,4.000000,"Home Closeout",1.000000,254.760000,42.770000,0.463733,"Mobile",0.846154,2.000000,"Discount of Womens Active Shoes"
39081.000000,"M","Home goods",475.810000,"YES","Direct Mail",47580.700000,2.000000,"Discount of Womens Active Shoes",1.000000,313.820000,50.850000,0.390809,"Direct Mail",0.888889,4.000000,"Home Closeout"
39221.000000,"M","Men's Sportswear",353.100000,"NO","Mobile",35310.400000,2.000000,"Discount of Womens Active Shoes",1.000000,412.840000,83.490000,0.565736,"Mobile",0.951220,1.000000,"Anastasia Beverly Hills"
39581.000000,"F","Men's Career",292.530000,"YES","Email",29252.600000,11.000000,"Save 20% Career Suits",1.000000,432.520000,37.760000,0.567456,"Email",0.962963,9.000000,"Save 10% with store pickup"
39715.000000,"M","Women's Shoes",282.130000,"YES","Email",28212.600000,1.000000,"Anastasia Beverly Hills",1.000000,498.520000,86.190000,0.444147,"Email",0.962963,9.000000,"Save 10% with store pickup"
39808.000000,"M","Women's Sportwear",427.120000,"NO","Direct Mail",42712.300000,2.000000,"Discount of Womens Active Shoes",1.000000,371.300000,84.830000,0.451864,"Direct Mail",0.933333,4.000000,"Home Closeout"
39817.000000,"F","Home goods",132.010000,"YES","Email",13200.500000,7.000000,"Shoe and Handbag sale",1.000000,152.480000,98.530000,0.437788,"Email",0.920000,2.000000,"Discount of Womens Active Shoes"
39884.000000,"M","Women's Shoes",312.740000,"NO","Email",31273.700000,8.000000,"Free shipping on orders over $49",1.000000,347.680000,41.570000,0.439104,"Email",0.962963,2.000000,"Discount of Womens Active Shoes"
39914.000000,"F","Women's Sportwear",367.290000,"YES","Mobile",36728.500000,1.000000,"Anastasia Beverly Hills",1.000000,397.830000,103.740000,0.370919,"Mobile",0.951220,2.000000,"Discount of Womens Active Shoes"
39952.000000,"M","Men's Sportswear",353.370000,"NO","Mobile",35336.900000,4.000000,"Home Closeout",1.000000,260.220000,65.590000,0.545160,"Mobile",0.951220,1.000000,"Anastasia Beverly Hills"
39970.000000,"M","Men's Career",467.410000,"YES","Direct Mail",46740.600000,4.000000,"Home Closeout",1.000000,419.560000,71.550000,0.368312,"Direct Mail",0.933333,6.000000,"Lancome Gift with Purchase"
40090.000000,"F","Women's Career",414.850000,"YES","Direct Mail",41485.100000,4.000000,"Home Closeout",1.000000,410.660000,63.180000,0.366920,"Direct Mail",0.933333,1.000000,"Anastasia Beverly Hills"
40208.000000,"F","Women's Sportwear",231.670000,"NO","Email",23167.000000,1.000000,"Anastasia Beverly Hills",1.000000,579.070000,34.960000,0.491725,"Email",0.818182,1.000000,"Anastasia Beverly Hills"
40282.000000,"F","Home goods",335.210000,"YES","Email",33520.700000,3.000000,"Dress sale - 30 percent off",1.000000,563.660000,50.560000,0.436468,"Email",0.962963,10.000000,"Womens Sweater Sale"
40459.000000,"F","Women's Sportwear",379.940000,"NO","Mobile",37993.500000,3.000000,"Dress sale - 30 percent off",1.000000,267.710000,46.730000,0.484070,"Mobile",0.951220,1.000000,"Anastasia Beverly Hills"
40505.000000,"F","Women's Shoes",430.390000,"NO","Mobile",43039.400000,2.000000,"Discount of Womens Active Shoes",1.000000,244.960000,60.320000,0.378318,"Mobile",0.939394,8.000000,"Free shipping on orders over $49"
40542.000000,"F","Women's Shoes",442.290000,"NO","Mobile",44228.900000,11.000000,"Save 20% Career Suits",1.000000,411.710000,33.800000,0.370525,"Mobile",0.939394,1.000000,"Anastasia Beverly Hills"
40579.000000,"F","Men's Career",495.420000,"YES","Email",49542.000000,8.000000,"Free shipping on orders over $49",1.000000,373.710000,60.420000,0.350410,"Email",0.954545,1.000000,"Anastasia Beverly Hills"
40659.000000,"M","Women's Sportwear",274.800000,"YES","Mobile",27480.000000,4.000000,"Home Closeout",1.000000,536.900000,37.420000,0.409114,"Mobile",0.939394,3.000000,"Dress sale - 30 percent off"
40690.000000,"M","Women's Shoes",286.210000,"NO","Email",28620.500000,4.000000,"Home Closeout",1.000000,524.790000,66.580000,0.472755,"Email",0.962963,1.000000,"Anastasia Beverly Hills"
40743.000000,"M","Women's Shoes",253.730000,"YES","Mobile",25373.200000,3.000000,"Dress sale - 30 percent off",1.000000,369.630000,42.140000,0.445365,"Mobile",0.939394,3.000000,"Dress sale - 30 percent off"
40789.000000,"F","Men's Casual",111.860000,"NO","Email",11186.000000,1.000000,"Anastasia Beverly Hills",1.000000,343.770000,93.270000,0.397519,"Email",0.909091,1.000000,"Anastasia Beverly Hills"
40949.000000,"M","Men's Sportswear",101.170000,"YES","Email",10117.000000,1.000000,"Anastasia Beverly Hills",1.000000,486.980000,53.510000,0.434342,"Email",0.942857,4.000000,"Home Closeout"
41132.000000,"F","Women's Career",184.410000,"NO","Direct Mail",18441.200000,4.000000,"Home Closeout",1.000000,251.180000,82.650000,0.348935,"Direct Mail",0.857143,1.000000,"Anastasia Beverly Hills"
41157.000000,"F","Women's Sportwear",202.330000,"NO","Email",20233.200000,1.000000,"Anastasia Beverly Hills",1.000000,490.570000,47.340000,0.299976,"Email",0.928571,4.000000,"Home Closeout"
41792.000000,"M","Women's Career",145.690000,"NO","Email",14569.200000,1.000000,"Anastasia Beverly Hills",1.000000,402.340000,40.530000,0.579560,"Email",0.909091,1.000000,"Anastasia Beverly Hills"
41805.000000,"M","Men's Career",485.790000,"NO","Email",48578.700000,4.000000,"Home Closeout",1.000000,460.110000,85.090000,0.443860,"Email",0.931034,1.000000,"Anastasia Beverly Hills"
41841.000000,"M","Women's Career",182.820000,"NO","Email",18281.500000,1.000000,"Anastasia Beverly Hills",1.000000,383.670000,73.080000,0.350321,"Email",0.928571,1.000000,"Anastasia Beverly Hills"
41866.000000,"F","Men's Casual",204.520000,"NO","Email",20451.900000,11.000000,"Save 20% Career Suits",1.000000,279.980000,90.360000,0.404211,"Email",0.928571,1.000000,"Anastasia Beverly Hills"
41996.000000,"F","Men's Casual",283.470000,"YES","Mobile",28347.200000,3.000000,"Dress sale - 30 percent off",1.000000,298.970000,77.800000,0.458274,"Mobile",0.920000,11.000000,"Save 20% Career Suits"
42037.000000,"M","Women's Career",497.610000,"NO","Email",49761.200000,5.000000,"Johnston and Murphy",1.000000,204.890000,54.150000,0.452602,"Email",0.961538,8.000000,"Free shipping on orders over $49"
42056.000000,"F","Women's Career",448.520000,"YES","Mobile",44852.100000,8.000000,"Free shipping on orders over $49",1.000000,397.500000,46.190000,0.357241,"Mobile",0.939394,2.000000,"Discount of Womens Active Shoes"
42163.000000,"M","Women's Sportwear",449.980000,"NO","Email",44998.100000,1.000000,"Anastasia Beverly Hills",1.000000,244.510000,92.990000,0.418518,"Email",0.931034,4.000000,"Home Closeout"
42167.000000,"F","Women's Shoes",106.200000,"NO","Mobile",10620.100000,2.000000,"Discount of Womens Active Shoes",1.000000,271.900000,99.790000,0.367738,"Mobile",0.833333,1.000000,"Anastasia Beverly Hills"
42381.000000,"M","Men's Casual",460.620000,"NO","Email",46062.100000,4.000000,"Home Closeout",1.000000,280.270000,108.060000,0.415941,"Email",0.931034,1.000000,"Anastasia Beverly Hills"
42459.000000,"F","Women's Shoes",326.450000,"YES","Mobile",32644.600000,5.000000,"Johnston and Murphy",1.000000,394.450000,77.950000,0.363410,"Mobile",0.818182,2.000000,"Discount of Womens Active Shoes"
42524.000000,"F","Men's Career",142.990000,"NO","Direct Mail",14298.900000,1.000000,"Anastasia Beverly Hills",1.000000,488.210000,41.640000,0.535371,"Direct Mail",0.931034,1.000000,"Anastasia Beverly Hills"
42583.000000,"F","Men's Casual",356.760000,"YES","Email",35675.700000,11.000000,"Save 20% Career Suits",1.000000,300.040000,58.140000,0.495684,"Email",0.945946,11.000000,"Save 20% Career Suits"
42653.000000,"M","Home goods",140.500000,"YES","Mobile",14050.200000,9.000000,"Save 10% with store pickup",1.000000,389.260000,86.840000,0.407510,"Mobile",0.941176,1.000000,"Anastasia Beverly Hills"
42689.000000,"F","Men's Career",122.040000,"NO","Mobile",12203.800000,1.000000,"Anastasia Beverly Hills",1.000000,461.660000,23.980000,0.397959,"Mobile",0.968750,1.000000,"Anastasia Beverly Hills"
42778.000000,"M","Home goods",352.810000,"YES","Email",35280.800000,3.000000,"Dress sale - 30 percent off",1.000000,580.520000,59.720000,0.435500,"Email",0.945946,3.000000,"Dress sale - 30 percent off"
42927.000000,"F","Women's Sportwear",256.380000,"YES","Mobile",25637.500000,11.000000,"Save 20% Career Suits",1.000000,400.320000,37.160000,0.437450,"Mobile",0.920000,3.000000,"Dress sale - 30 percent off"
43044.000000,"M","Men's Casual",298.840000,"YES","Email",29883.600000,1.000000,"Anastasia Beverly Hills",1.000000,442.480000,71.310000,0.385265,"Email",0.945946,11.000000,"Save 20% Career Suits"
43111.000000,"F","Men's Casual",434.370000,"YES","Email",43437.100000,3.000000,"Dress sale - 30 percent off",1.000000,399.320000,45.850000,0.405949,"Email",0.931034,9.000000,"Save 10% with store pickup"
43228.000000,"M","Women's Shoes",400.920000,"NO","Email",40092.200000,1.000000,"Anastasia Beverly Hills",1.000000,476.770000,81.120000,0.455429,"Email",0.964286,1.000000,"Anastasia Beverly Hills"
43401.000000,"M","Women's Shoes",294.410000,"NO","Email",29440.600000,1.000000,"Anastasia Beverly Hills",1.000000,308.610000,71.480000,0.395496,"Email",0.945946,1.000000,"Anastasia Beverly Hills"
43498.000000,"F","Men's Career",336.070000,"YES","Direct Mail",33606.500000,11.000000,"Save 20% Career Suits",1.000000,522.140000,83.540000,0.524138,"Direct Mail",0.857143,10.000000,"Womens Sweater Sale"
43550.000000,"M","Men's Sportswear",105.370000,"NO","Email",10536.500000,4.000000,"Home Closeout",1.000000,335.900000,57.600000,0.424228,"Email",0.942857,4.000000,"Home Closeout"
43557.000000,"F","Women's Shoes",245.060000,"YES","Email",24505.600000,1.000000,"Anastasia Beverly Hills",1.000000,348.040000,64.220000,0.468978,"Email",0.950000,11.000000,"Save 20% Career Suits"
43800.000000,"F","Men's Career",442.830000,"YES","Mobile",44283.100000,4.000000,"Home Closeout",1.000000,368.030000,44.790000,0.357632,"Mobile",0.945946,11.000000,"Save 20% Career Suits"
43962.000000,"M","Men's Sportswear",116.760000,"NO","Direct Mail",11676.400000,10.000000,"Womens Sweater Sale",1.000000,548.690000,38.320000,0.515812,"Direct Mail",0.967742,4.000000,"Home Closeout"
43964.000000,"F","Women's Shoes",294.590000,"NO","Email",29458.500000,1.000000,"Anastasia Beverly Hills",1.000000,248.010000,68.090000,0.431137,"Email",0.950000,1.000000,"Anastasia Beverly Hills"
44235.000000,"F","Women's Career",277.270000,"YES","Email",27726.800000,3.000000,"Dress sale - 30 percent off",1.000000,371.080000,56.560000,0.330238,"Email",0.950000,3.000000,"Dress sale - 30 percent off"
44294.000000,"M","Men's Casual",385.310000,"NO","Email",38531.400000,3.000000,"Dress sale - 30 percent off",1.000000,451.250000,96.990000,0.437342,"Email",0.950000,1.000000,"Anastasia Beverly Hills"
44452.000000,"F","Men's Sportswear",126.100000,"NO","Mobile",12609.700000,1.000000,"Anastasia Beverly Hills",1.000000,489.190000,86.700000,0.429644,"Mobile",0.968750,1.000000,"Anastasia Beverly Hills"
44562.000000,"F","Home goods",135.320000,"YES","Direct Mail",13532.000000,6.000000,"Lancome Gift with Purchase",1.000000,526.190000,69.480000,0.307612,"Direct Mail",0.846154,11.000000,"Save 20% Career Suits"
44594.000000,"F","Home goods",466.750000,"YES","Email",46674.600000,8.000000,"Free shipping on orders over $49",1.000000,327.480000,94.690000,0.345492,"Email",0.920000,8.000000,"Free shipping on orders over $49"
44775.000000,"F","Men's Sportswear",235.750000,"NO","Direct Mail",23574.500000,1.000000,"Anastasia Beverly Hills",1.000000,317.830000,81.500000,0.455942,"Direct Mail",0.818182,1.000000,"Anastasia Beverly Hills"
44825.000000,"F","Men's Casual",369.450000,"NO","Mobile",36944.800000,2.000000,"Discount of Womens Active Shoes",1.000000,552.290000,46.850000,0.612988,"Mobile",0.937500,1.000000,"Anastasia Beverly Hills"
44887.000000,"M","Women's Shoes",468.980000,"YES","Mobile",46898.300000,1.000000,"Anastasia Beverly Hills",1.000000,295.810000,59.120000,0.328254,"Mobile",0.947368,4.000000,"Home Closeout"
45019.000000,"M","Men's Casual",472.340000,"NO","Mobile",47234.100000,2.000000,"Discount of Womens Active Shoes",1.000000,254.110000,53.430000,0.452324,"Mobile",0.960000,1.000000,"Anastasia Beverly Hills"
45102.000000,"M","Women's Sportwear",325.520000,"NO","Email",32551.800000,1.000000,"Anastasia Beverly Hills",1.000000,515.510000,70.560000,0.351309,"Email",0.904762,1.000000,"Anastasia Beverly Hills"
45375.000000,"M","Men's Sportswear",394.950000,"NO","Mobile",39494.700000,5.000000,"Johnston and Murphy",1.000000,353.080000,63.190000,0.519893,"Mobile",0.964912,1.000000,"Anastasia Beverly Hills"
45992.000000,"F","Men's Career",136.450000,"YES","Email",13645.200000,11.000000,"Save 20% Career Suits",1.000000,281.520000,85.190000,0.348447,"Email",0.920000,1.000000,"Anastasia Beverly Hills"
46005.000000,"M","Women's Shoes",308.590000,"NO","Mobile",30859.400000,11.000000,"Save 20% Career Suits",1.000000,343.590000,64.500000,0.320063,"Mobile",0.937500,2.000000,"Discount of Womens Active Shoes"
46054.000000,"M","Women's Shoes",142.810000,"NO","Mobile",14281.400000,2.000000,"Discount of Womens Active Shoes",1.000000,383.270000,65.540000,0.576883,"Mobile",0.777778,1.000000,"Anastasia Beverly Hills"
46071.000000,"F","Men's Career",181.210000,"NO","Email",18120.700000,1.000000,"Anastasia Beverly Hills",1.000000,567.280000,74.380000,0.456767,"Email",0.904762,1.000000,"Anastasia Beverly Hills"
46278.000000,"M","Women's Shoes",340.080000,"NO","Mobile",34007.900000,1.000000,"Anastasia Beverly Hills",1.000000,463.400000,45.720000,0.420827,"Mobile",0.937500,1.000000,"Anastasia Beverly Hills"
46419.000000,"F","Home goods",453.240000,"NO","Mobile",45323.900000,4.000000,"Home Closeout",1.000000,465.240000,49.480000,0.332773,"Mobile",0.945946,8.000000,"Free shipping on orders over $49"
