Customer ID,Gender,Affinity,Annual Spend,Loyalty Program Member,Response Channel,CLV,Offer,Offername,response,Revenue,CostToServe,$C-Response Channel,$CC-Response Channel
72298.000000,"M","Women's Shoes",410.630000,"YES","Email",41062.800000,2.000000,"Discount of Womens Active Shoes",0.000000,359.140000,85.580000,"Email",0.900000
72299.000000,"F","Men's Sportswear",240.270000,"YES","Direct Mail",24027.300000,2.000000,"Discount of Womens Active Shoes",0.000000,379.430000,85.430000,"Direct Mail",0.818182
72454.000000,"F","Women's Career",441.260000,"YES","Email",44126.300000,2.000000,"Discount of Womens Active Shoes",0.000000,442.930000,87.910000,"Email",0.900000
72849.000000,"M","Women's Sportwear",207.740000,"NO","Mobile",20774.300000,2.000000,"Discount of Womens Active Shoes",0.000000,444.250000,49.710000,"Mobile",0.952381
72900.000000,"M","Women's Shoes",144.640000,"NO","Mobile",14463.900000,2.000000,"Discount of Womens Active Shoes",0.000000,473.590000,77.240000,"Mobile",0.913043
72901.000000,"F","Women's Shoes",239.800000,"NO","Direct Mail",23979.700000,2.000000,"Discount of Womens Active Shoes",0.000000,291.100000,92.760000,"Direct Mail",0.928571
72902.000000,"F","Women's Shoes",465.450000,"YES","Email",46544.900000,2.000000,"Discount of Womens Active Shoes",0.000000,320.490000,107.690000,"Email",0.971831
72979.000000,"M","Women's Sportwear",213.610000,"YES","Direct Mail",21360.700000,2.000000,"Discount of Womens Active Shoes",0.000000,227.310000,69.470000,"Direct Mail",0.846154
72986.000000,"F","Women's Career",259.770000,"YES","Mobile",25976.700000,2.000000,"Discount of Womens Active Shoes",0.000000,385.260000,37.510000,"Mobile",0.916667
73004.000000,"M","Men's Sportswear",130.580000,"YES","Direct Mail",13057.800000,2.000000,"Discount of Womens Active Shoes",0.000000,330.380000,39.840000,"Direct Mail",0.913043
73259.000000,"F","Women's Shoes",168.790000,"NO","Mobile",16879.300000,2.000000,"Discount of Womens Active Shoes",0.000000,465.860000,62.100000,"Mobile",0.953488
73383.000000,"M","Home goods",139.760000,"NO","Mobile",13975.500000,2.000000,"Discount of Womens Active Shoes",0.000000,457.110000,74.920000,"Mobile",0.913043
73441.000000,"F","Women's Shoes",213.570000,"NO","Mobile",21357.400000,2.000000,"Discount of Womens Active Shoes",0.000000,449.820000,57.230000,"Mobile",0.833333
73480.000000,"M","Home goods",139.760000,"NO","Direct Mail",13975.900000,2.000000,"Discount of Womens Active Shoes",0.000000,447.380000,75.310000,"Direct Mail",0.833333
73594.000000,"F","Women's Shoes",130.880000,"NO","Direct Mail",13088.300000,2.000000,"Discount of Womens Active Shoes",0.000000,382.140000,56.950000,"Direct Mail",0.857143
73630.000000,"F","Women's Shoes",104.510000,"NO","Mobile",10450.600000,2.000000,"Discount of Womens Active Shoes",0.000000,341.880000,85.940000,"Mobile",0.967213
73708.000000,"F","Men's Casual",433.070000,"NO","Direct Mail",43306.800000,2.000000,"Discount of Womens Active Shoes",0.000000,346.440000,90.330000,"Direct Mail",0.800000
74314.000000,"F","Men's Career",387.030000,"NO","Mobile",38703.100000,2.000000,"Discount of Womens Active Shoes",0.000000,408.840000,53.660000,"Mobile",0.833333
74423.000000,"F","Men's Career",223.180000,"YES","Email",22317.700000,2.000000,"Discount of Womens Active Shoes",0.000000,318.560000,56.730000,"Email",0.913043
74463.000000,"F","Men's Sportswear",167.070000,"YES","Mobile",16707.300000,2.000000,"Discount of Womens Active Shoes",0.000000,397.540000,85.650000,"Mobile",0.953488
74710.000000,"F","Women's Sportwear",163.700000,"YES","Mobile",16370.400000,2.000000,"Discount of Womens Active Shoes",0.000000,460.500000,55.910000,"Mobile",0.953488
74876.000000,"M","Men's Career",182.940000,"YES","Email",18293.700000,2.000000,"Discount of Womens Active Shoes",0.000000,566.780000,73.860000,"Email",0.960000
75118.000000,"F","Men's Career",317.770000,"YES","Direct Mail",31777.400000,2.000000,"Discount of Womens Active Shoes",0.000000,301.530000,99.230000,"Direct Mail",0.916667
75130.000000,"F","Women's Sportwear",391.490000,"YES","Direct Mail",39149.300000,2.000000,"Discount of Womens Active Shoes",0.000000,314.920000,59.540000,"Direct Mail",0.916667
75274.000000,"M","Home goods",322.880000,"NO","Mobile",32288.100000,2.000000,"Discount of Womens Active Shoes",0.000000,494.150000,65.470000,"Mobile",0.963636
75792.000000,"M","Women's Sportwear",312.020000,"NO","Email",31201.700000,2.000000,"Discount of Womens Active Shoes",0.000000,596.440000,40.990000,"Email",0.937500
75815.000000,"F","Home goods",191.930000,"YES","Mobile",19192.700000,2.000000,"Discount of Womens Active Shoes",0.000000,342.110000,60.730000,"Mobile",0.916667
75971.000000,"M","Men's Career",160.300000,"YES","Mobile",16029.500000,2.000000,"Discount of Womens Active Shoes",0.000000,391.360000,70.190000,"Mobile",0.953488
76095.000000,"M","Home goods",280.020000,"YES","Direct Mail",28002.400000,2.000000,"Discount of Womens Active Shoes",0.000000,357.290000,75.120000,"Direct Mail",0.904762
76777.000000,"F","Men's Sportswear",437.480000,"NO","Mobile",43748.000000,2.000000,"Discount of Womens Active Shoes",0.000000,729.300000,55.380000,"Mobile",0.963636
76944.000000,"F","Men's Sportswear",476.160000,"YES","Email",47615.500000,2.000000,"Discount of Womens Active Shoes",0.000000,439.660000,46.370000,"Email",0.971831
77218.000000,"M","Women's Career",382.720000,"NO","Mobile",38271.700000,2.000000,"Discount of Womens Active Shoes",0.000000,488.710000,59.390000,"Mobile",0.963636
77232.000000,"M","Men's Casual",287.940000,"NO","Direct Mail",28794.100000,2.000000,"Discount of Womens Active Shoes",0.000000,453.320000,80.960000,"Direct Mail",0.904762
77335.000000,"F","Men's Career",478.130000,"NO","Email",47812.800000,2.000000,"Discount of Womens Active Shoes",0.000000,412.730000,52.400000,"Email",0.971831
77419.000000,"M","Men's Sportswear",297.400000,"YES","Mobile",29739.800000,2.000000,"Discount of Womens Active Shoes",0.000000,294.440000,87.750000,"Mobile",0.939394
78030.000000,"F","Men's Career",346.470000,"NO","Mobile",34646.900000,2.000000,"Discount of Womens Active Shoes",0.000000,366.130000,83.360000,"Mobile",0.963636
78113.000000,"F","Men's Sportswear",143.920000,"YES","Email",14391.800000,2.000000,"Discount of Womens Active Shoes",0.000000,378.420000,76.020000,"Email",0.833333
78139.000000,"M","Men's Sportswear",485.580000,"NO","Email",48557.800000,2.000000,"Discount of Womens Active Shoes",0.000000,392.150000,93.900000,"Email",0.971831
78302.000000,"M","Women's Shoes",326.840000,"YES","Mobile",32684.100000,2.000000,"Discount of Womens Active Shoes",0.000000,291.920000,62.470000,"Mobile",0.963636
78357.000000,"F","Men's Career",288.480000,"NO","Mobile",28848.200000,2.000000,"Discount of Womens Active Shoes",0.000000,450.870000,62.010000,"Mobile",0.939394
78363.000000,"M","Women's Shoes",494.130000,"YES","Mobile",49413.200000,2.000000,"Discount of Womens Active Shoes",0.000000,464.160000,101.900000,"Mobile",0.894737
78428.000000,"F","Women's Shoes",123.790000,"YES","Mobile",12379.400000,2.000000,"Discount of Womens Active Shoes",0.000000,311.620000,70.090000,"Mobile",0.967213
78598.000000,"M","Women's Shoes",486.570000,"NO","Email",48657.300000,2.000000,"Discount of Womens Active Shoes",0.000000,447.580000,72.390000,"Email",0.971831
78639.000000,"M","Men's Career",320.690000,"NO","Email",32069.100000,2.000000,"Discount of Womens Active Shoes",0.000000,507.830000,71.230000,"Email",0.937500
78967.000000,"M","Men's Casual",361.660000,"YES","Direct Mail",36166.000000,2.000000,"Discount of Womens Active Shoes",0.000000,370.520000,60.440000,"Direct Mail",0.833333
79001.000000,"F","Women's Career",385.520000,"YES","Mobile",38551.600000,2.000000,"Discount of Womens Active Shoes",0.000000,382.770000,102.660000,"Mobile",0.846154
79039.000000,"M","Women's Shoes",124.460000,"NO","Mobile",12445.600000,2.000000,"Discount of Womens Active Shoes",0.000000,296.310000,60.370000,"Mobile",0.967213
79303.000000,"M","Women's Sportwear",396.500000,"NO","Email",39649.700000,2.000000,"Discount of Womens Active Shoes",0.000000,361.700000,87.380000,"Email",0.833333
79305.000000,"F","Men's Casual",186.380000,"NO","Direct Mail",18638.100000,2.000000,"Discount of Womens Active Shoes",0.000000,251.660000,37.460000,"Direct Mail",0.846154
79384.000000,"F","Men's Sportswear",224.560000,"NO","Mobile",22456.300000,2.000000,"Discount of Womens Active Shoes",0.000000,321.020000,75.760000,"Mobile",0.960000
79446.000000,"M","Women's Sportwear",182.450000,"YES","Email",18245.100000,2.000000,"Discount of Womens Active Shoes",0.000000,394.020000,77.100000,"Email",0.960000
79535.000000,"F","Women's Shoes",370.480000,"NO","Mobile",37048.000000,2.000000,"Discount of Womens Active Shoes",0.000000,239.330000,90.450000,"Mobile",0.857143
79632.000000,"M","Women's Shoes",125.360000,"NO","Mobile",12536.200000,2.000000,"Discount of Womens Active Shoes",0.000000,400.370000,29.980000,"Mobile",0.833333
79890.000000,"F","Home goods",374.340000,"NO","Direct Mail",37433.500000,2.000000,"Discount of Womens Active Shoes",0.000000,398.290000,47.850000,"Direct Mail",0.937500
80137.000000,"F","Women's Shoes",128.470000,"NO","Email",12847.000000,2.000000,"Discount of Womens Active Shoes",0.000000,218.270000,94.670000,"Email",0.937500
80198.000000,"F","Men's Casual",342.670000,"NO","Mobile",34267.000000,2.000000,"Discount of Womens Active Shoes",0.000000,419.640000,73.380000,"Mobile",0.846154
80297.000000,"F","Women's Shoes",372.750000,"NO","Direct Mail",37274.600000,2.000000,"Discount of Womens Active Shoes",0.000000,516.860000,95.450000,"Direct Mail",0.846154
80306.000000,"F","Women's Shoes",319.970000,"NO","Email",31996.500000,2.000000,"Discount of Womens Active Shoes",0.000000,302.870000,75.690000,"Email",0.937500
80438.000000,"M","Women's Sportwear",158.350000,"NO","Mobile",15834.700000,2.000000,"Discount of Womens Active Shoes",0.000000,424.960000,36.760000,"Mobile",0.961538
80578.000000,"F","Women's Sportwear",306.870000,"YES","Mobile",30686.700000,2.000000,"Discount of Womens Active Shoes",0.000000,477.200000,80.630000,"Mobile",0.939394
80869.000000,"F","Home goods",100.450000,"YES","Mobile",10045.400000,2.000000,"Discount of Womens Active Shoes",0.000000,254.960000,88.430000,"Mobile",0.913043
80954.000000,"M","Women's Shoes",139.730000,"NO","Email",13972.600000,2.000000,"Discount of Womens Active Shoes",0.000000,327.350000,108.610000,"Email",0.937500
81487.000000,"M","Women's Shoes",200.770000,"NO","Direct Mail",20076.600000,2.000000,"Discount of Womens Active Shoes",0.000000,450.680000,117.760000,"Direct Mail",0.904762
81616.000000,"F","Men's Sportswear",438.690000,"YES","Mobile",43868.900000,2.000000,"Discount of Womens Active Shoes",0.000000,385.300000,103.050000,"Mobile",0.833333
81690.000000,"F","Women's Shoes",373.620000,"NO","Mobile",37361.700000,2.000000,"Discount of Womens Active Shoes",0.000000,291.160000,65.000000,"Mobile",0.913043
81745.000000,"F","Women's Sportwear",159.580000,"YES","Mobile",15957.600000,2.000000,"Discount of Womens Active Shoes",0.000000,481.430000,58.980000,"Mobile",0.961538
81825.000000,"F","Women's Shoes",250.710000,"NO","Mobile",25071.300000,2.000000,"Discount of Womens Active Shoes",0.000000,344.700000,72.980000,"Mobile",0.833333
81836.000000,"M","Home goods",329.520000,"NO","Direct Mail",32952.100000,2.000000,"Discount of Womens Active Shoes",0.000000,363.410000,59.310000,"Direct Mail",0.937500
81851.000000,"F","Women's Career",139.840000,"NO","Mobile",13983.700000,2.000000,"Discount of Womens Active Shoes",0.000000,469.960000,55.670000,"Mobile",0.833333
81971.000000,"M","Men's Sportswear",193.670000,"NO","Email",19367.200000,2.000000,"Discount of Womens Active Shoes",0.000000,378.640000,72.210000,"Email",0.935484
82096.000000,"M","Women's Shoes",445.390000,"NO","Email",44539.100000,2.000000,"Discount of Womens Active Shoes",0.000000,360.360000,75.160000,"Email",0.900000
82173.000000,"F","Women's Career",157.510000,"NO","Email",15751.100000,2.000000,"Discount of Womens Active Shoes",0.000000,374.140000,68.680000,"Email",0.818182
82796.000000,"F","Home goods",185.930000,"YES","Mobile",18593.400000,2.000000,"Discount of Womens Active Shoes",0.000000,502.690000,80.020000,"Mobile",0.916667
82801.000000,"M","Home goods",425.440000,"NO","Mobile",42543.900000,2.000000,"Discount of Womens Active Shoes",0.000000,324.620000,75.150000,"Mobile",0.833333
82901.000000,"F","Men's Sportswear",398.340000,"NO","Email",39834.300000,2.000000,"Discount of Womens Active Shoes",0.000000,398.180000,27.230000,"Email",0.857143
83003.000000,"F","Women's Shoes",492.500000,"YES","Direct Mail",49249.800000,2.000000,"Discount of Womens Active Shoes",0.000000,493.350000,70.390000,"Direct Mail",0.909091
83071.000000,"M","Women's Sportwear",298.540000,"YES","Email",29853.600000,2.000000,"Discount of Womens Active Shoes",0.000000,368.590000,83.650000,"Email",0.857143
83102.000000,"M","Men's Casual",480.080000,"YES","Email",48007.700000,2.000000,"Discount of Womens Active Shoes",0.000000,203.970000,81.360000,"Email",0.971831
83127.000000,"M","Home goods",412.910000,"NO","Direct Mail",41290.500000,2.000000,"Discount of Womens Active Shoes",0.000000,423.170000,77.980000,"Direct Mail",0.937500
83338.000000,"M","Men's Career",262.060000,"NO","Email",26206.100000,2.000000,"Discount of Womens Active Shoes",0.000000,338.060000,54.780000,"Email",0.935484
83340.000000,"F","Women's Career",271.360000,"YES","Email",27135.800000,2.000000,"Discount of Womens Active Shoes",0.000000,438.610000,98.320000,"Email",0.909091
83439.000000,"F","Women's Shoes",334.980000,"YES","Mobile",33497.500000,2.000000,"Discount of Womens Active Shoes",0.000000,261.480000,74.360000,"Mobile",0.913043
83500.000000,"M","Home goods",492.510000,"YES","Mobile",49250.500000,2.000000,"Discount of Womens Active Shoes",0.000000,351.740000,65.710000,"Mobile",0.894737
83523.000000,"M","Women's Sportwear",458.040000,"NO","Email",45803.700000,2.000000,"Discount of Womens Active Shoes",0.000000,486.010000,77.940000,"Email",0.971831
83536.000000,"F","Men's Career",319.370000,"NO","Email",31936.800000,2.000000,"Discount of Womens Active Shoes",0.000000,532.750000,71.360000,"Email",0.937500
83650.000000,"F","Men's Career",335.580000,"YES","Email",33558.400000,2.000000,"Discount of Womens Active Shoes",0.000000,426.370000,83.920000,"Email",0.937500
83883.000000,"F","Women's Shoes",230.340000,"YES","Mobile",23034.000000,2.000000,"Discount of Womens Active Shoes",0.000000,322.870000,65.620000,"Mobile",0.960000
84092.000000,"F","Men's Casual",348.500000,"NO","Mobile",34849.700000,2.000000,"Discount of Womens Active Shoes",0.000000,581.540000,66.650000,"Mobile",0.969697
84148.000000,"F","Men's Career",491.790000,"NO","Direct Mail",49179.100000,2.000000,"Discount of Womens Active Shoes",0.000000,246.060000,69.890000,"Direct Mail",0.909091
84180.000000,"M","Women's Shoes",104.230000,"YES","Direct Mail",10423.300000,2.000000,"Discount of Womens Active Shoes",0.000000,366.970000,66.580000,"Direct Mail",0.833333
84497.000000,"F","Women's Sportwear",382.920000,"YES","Mobile",38291.900000,2.000000,"Discount of Womens Active Shoes",0.000000,222.440000,67.410000,"Mobile",0.969697
84605.000000,"F","Women's Sportwear",178.490000,"YES","Direct Mail",17849.400000,2.000000,"Discount of Womens Active Shoes",0.000000,417.230000,61.720000,"Direct Mail",0.954545
84756.000000,"M","Men's Sportswear",291.980000,"YES","Mobile",29198.100000,2.000000,"Discount of Womens Active Shoes",0.000000,282.250000,80.830000,"Mobile",0.955556
84902.000000,"M","Women's Sportwear",449.990000,"YES","Mobile",44999.100000,2.000000,"Discount of Womens Active Shoes",0.000000,627.420000,56.170000,"Mobile",0.969697
84903.000000,"F","Men's Career",328.050000,"NO","Mobile",32805.300000,2.000000,"Discount of Womens Active Shoes",0.000000,327.730000,58.430000,"Mobile",0.969697
84937.000000,"F","Women's Shoes",248.080000,"NO","Direct Mail",24807.600000,2.000000,"Discount of Womens Active Shoes",0.000000,336.400000,74.080000,"Direct Mail",0.951220
85081.000000,"F","Men's Sportswear",382.590000,"YES","Mobile",38258.600000,2.000000,"Discount of Womens Active Shoes",0.000000,323.620000,63.720000,"Mobile",0.969697
85259.000000,"F","Home goods",409.300000,"YES","Mobile",40930.300000,2.000000,"Discount of Womens Active Shoes",0.000000,279.640000,64.830000,"Mobile",0.969697
85348.000000,"F","Women's Shoes",402.680000,"YES","Direct Mail",40267.700000,2.000000,"Discount of Womens Active Shoes",0.000000,316.490000,51.610000,"Direct Mail",0.857143
85472.000000,"F","Men's Sportswear",145.030000,"YES","Mobile",14503.100000,2.000000,"Discount of Womens Active Shoes",0.000000,228.670000,38.920000,"Mobile",0.846154
85475.000000,"M","Women's Career",370.040000,"YES","Mobile",37003.700000,2.000000,"Discount of Womens Active Shoes",0.000000,395.340000,60.950000,"Mobile",0.960000
85585.000000,"F","Women's Career",364.260000,"YES","Mobile",36426.000000,2.000000,"Discount of Womens Active Shoes",0.000000,174.650000,51.270000,"Mobile",0.960000
85771.000000,"F","Home goods",100.460000,"NO","Mobile",10045.500000,2.000000,"Discount of Womens Active Shoes",0.000000,522.200000,74.910000,"Mobile",0.913043
86044.000000,"M","Men's Career",305.430000,"NO","Mobile",30543.400000,2.000000,"Discount of Womens Active Shoes",0.000000,368.640000,65.890000,"Mobile",0.920000
86217.000000,"M","Women's Sportwear",195.380000,"YES","Mobile",19537.800000,2.000000,"Discount of Womens Active Shoes",0.000000,438.780000,24.640000,"Mobile",0.952381
86331.000000,"M","Men's Career",454.520000,"NO","Mobile",45452.100000,2.000000,"Discount of Womens Active Shoes",0.000000,349.050000,109.100000,"Mobile",0.920000
86350.000000,"F","Men's Casual",121.840000,"NO","Mobile",12184.000000,2.000000,"Discount of Womens Active Shoes",0.000000,500.030000,56.260000,"Mobile",0.967213
86681.000000,"F","Men's Casual",150.000000,"NO","Direct Mail",15000.400000,2.000000,"Discount of Womens Active Shoes",0.000000,342.080000,68.540000,"Direct Mail",0.857143
86759.000000,"F","Men's Sportswear",484.570000,"NO","Mobile",48456.600000,2.000000,"Discount of Womens Active Shoes",0.000000,312.910000,77.790000,"Mobile",0.954545
87066.000000,"M","Women's Shoes",108.650000,"YES","Mobile",10864.500000,2.000000,"Discount of Womens Active Shoes",0.000000,384.100000,66.000000,"Mobile",0.967213
87101.000000,"M","Men's Sportswear",230.970000,"NO","Direct Mail",23097.400000,2.000000,"Discount of Womens Active Shoes",0.000000,228.650000,50.560000,"Direct Mail",0.928571
87151.000000,"F","Men's Career",441.180000,"NO","Direct Mail",44118.100000,2.000000,"Discount of Womens Active Shoes",0.000000,408.550000,62.820000,"Direct Mail",0.888889
87270.000000,"M","Women's Sportwear",314.870000,"NO","Direct Mail",31486.800000,2.000000,"Discount of Womens Active Shoes",0.000000,417.790000,62.000000,"Direct Mail",0.888889
87450.000000,"F","Home goods",482.050000,"YES","Mobile",48205.300000,2.000000,"Discount of Womens Active Shoes",0.000000,293.860000,81.090000,"Mobile",0.954545
87482.000000,"F","Women's Career",401.010000,"YES","Mobile",40101.000000,2.000000,"Discount of Womens Active Shoes",0.000000,342.870000,81.700000,"Mobile",0.960000
87703.000000,"M","Women's Shoes",277.090000,"NO","Email",27708.700000,2.000000,"Discount of Womens Active Shoes",0.000000,294.780000,40.860000,"Email",0.833333
87793.000000,"F","Women's Shoes",468.850000,"NO","Email",46884.500000,2.000000,"Discount of Womens Active Shoes",0.000000,428.680000,62.560000,"Email",0.833333
87953.000000,"M","Men's Sportswear",162.100000,"YES","Mobile",16209.900000,2.000000,"Discount of Womens Active Shoes",0.000000,331.750000,46.620000,"Mobile",0.961538
87975.000000,"F","Men's Sportswear",278.200000,"NO","Mobile",27820.000000,2.000000,"Discount of Womens Active Shoes",0.000000,287.150000,40.360000,"Mobile",0.955556
88019.000000,"M","Women's Career",473.610000,"YES","Direct Mail",47360.600000,2.000000,"Discount of Womens Active Shoes",0.000000,523.300000,40.140000,"Direct Mail",0.857143
88176.000000,"F","Women's Sportwear",345.370000,"YES","Mobile",34536.600000,2.000000,"Discount of Womens Active Shoes",0.000000,363.560000,80.670000,"Mobile",0.960000
88260.000000,"F","Women's Shoes",297.790000,"NO","Mobile",29778.500000,2.000000,"Discount of Womens Active Shoes",0.000000,317.620000,92.210000,"Mobile",0.955556
88549.000000,"M","Home goods",375.930000,"NO","Mobile",37592.700000,2.000000,"Discount of Womens Active Shoes",0.000000,433.740000,82.620000,"Mobile",0.818182
88596.000000,"F","Women's Career",341.080000,"NO","Email",34108.200000,2.000000,"Discount of Womens Active Shoes",0.000000,290.470000,57.950000,"Email",0.833333
88812.000000,"F","Men's Career",288.760000,"NO","Mobile",28876.100000,2.000000,"Discount of Womens Active Shoes",0.000000,433.920000,65.910000,"Mobile",0.857143
88886.000000,"M","Women's Sportwear",189.320000,"YES","Mobile",18932.000000,2.000000,"Discount of Womens Active Shoes",0.000000,545.640000,79.250000,"Mobile",0.952381
88972.000000,"M","Men's Career",318.550000,"NO","Email",31854.600000,2.000000,"Discount of Womens Active Shoes",0.000000,418.530000,76.970000,"Email",0.900000
89041.000000,"M","Women's Shoes",250.850000,"NO","Direct Mail",25085.000000,2.000000,"Discount of Womens Active Shoes",0.000000,372.390000,89.940000,"Direct Mail",0.951220
89209.000000,"M","Women's Shoes",241.620000,"YES","Direct Mail",24162.100000,2.000000,"Discount of Womens Active Shoes",0.000000,413.290000,45.840000,"Direct Mail",0.951220
89302.000000,"F","Women's Career",204.890000,"YES","Mobile",20488.900000,2.000000,"Discount of Womens Active Shoes",0.000000,485.730000,59.100000,"Mobile",0.857143
89406.000000,"F","Women's Shoes",132.190000,"YES","Email",13218.500000,2.000000,"Discount of Womens Active Shoes",0.000000,413.490000,24.980000,"Email",0.937500
89425.000000,"M","Men's Sportswear",288.620000,"NO","Direct Mail",28861.500000,2.000000,"Discount of Womens Active Shoes",0.000000,504.520000,102.740000,"Direct Mail",0.818182
89460.000000,"M","Women's Shoes",334.190000,"YES","Email",33419.100000,2.000000,"Discount of Womens Active Shoes",0.000000,141.710000,51.180000,"Email",0.900000
89484.000000,"M","Women's Career",406.550000,"NO","Mobile",40655.200000,2.000000,"Discount of Womens Active Shoes",0.000000,201.880000,58.470000,"Mobile",0.846154
89485.000000,"M","Women's Sportwear",183.220000,"YES","Email",18322.200000,2.000000,"Discount of Womens Active Shoes",0.000000,464.570000,72.710000,"Email",0.960000
89649.000000,"F","Men's Career",269.620000,"NO","Direct Mail",26962.100000,2.000000,"Discount of Womens Active Shoes",0.000000,430.560000,81.210000,"Direct Mail",0.846154
89872.000000,"F","Women's Shoes",156.820000,"YES","Mobile",15682.200000,2.000000,"Discount of Womens Active Shoes",0.000000,358.320000,94.180000,"Mobile",0.857143
89958.000000,"F","Men's Career",344.240000,"YES","Email",34423.900000,2.000000,"Discount of Womens Active Shoes",0.000000,436.620000,74.340000,"Email",0.900000
90147.000000,"M","Men's Sportswear",188.340000,"YES","Email",18833.800000,2.000000,"Discount of Womens Active Shoes",0.000000,338.140000,82.090000,"Email",0.935484
90165.000000,"F","Women's Career",108.550000,"YES","Direct Mail",10855.000000,2.000000,"Discount of Womens Active Shoes",0.000000,348.880000,70.680000,"Direct Mail",0.857143
90264.000000,"M","Men's Casual",104.970000,"NO","Mobile",10497.100000,2.000000,"Discount of Womens Active Shoes",0.000000,327.590000,61.340000,"Mobile",0.971014
90360.000000,"F","Home goods",151.370000,"NO","Email",15137.200000,2.000000,"Discount of Womens Active Shoes",0.000000,473.240000,94.560000,"Email",0.909091
90562.000000,"M","Men's Casual",290.090000,"YES","Email",29008.700000,2.000000,"Discount of Womens Active Shoes",0.000000,305.830000,93.350000,"Email",0.937500
90730.000000,"M","Home goods",295.010000,"NO","Email",29500.500000,2.000000,"Discount of Womens Active Shoes",0.000000,452.610000,89.400000,"Email",0.888889
90933.000000,"M","Women's Shoes",262.120000,"YES","Mobile",26211.700000,2.000000,"Discount of Womens Active Shoes",0.000000,289.430000,59.860000,"Mobile",0.956522
91019.000000,"M","Home goods",484.030000,"YES","Mobile",48402.900000,2.000000,"Discount of Womens Active Shoes",0.000000,639.770000,42.280000,"Mobile",0.954545
91055.000000,"F","Women's Career",247.820000,"YES","Mobile",24781.800000,2.000000,"Discount of Womens Active Shoes",0.000000,236.250000,48.640000,"Mobile",0.846154
91074.000000,"F","Men's Casual",465.640000,"NO","Mobile",46564.200000,2.000000,"Discount of Womens Active Shoes",0.000000,401.130000,95.240000,"Mobile",0.846154
91117.000000,"M","Men's Casual",336.100000,"NO","Mobile",33610.300000,2.000000,"Discount of Womens Active Shoes",0.000000,310.880000,51.000000,"Mobile",0.846154
91545.000000,"M","Women's Shoes",123.520000,"YES","Mobile",12351.900000,2.000000,"Discount of Womens Active Shoes",0.000000,447.280000,36.510000,"Mobile",0.971014
91913.000000,"M","Women's Career",428.930000,"NO","Email",42892.800000,2.000000,"Discount of Womens Active Shoes",0.000000,370.690000,62.110000,"Email",0.909091
91928.000000,"F","Men's Casual",123.640000,"NO","Mobile",12363.900000,2.000000,"Discount of Womens Active Shoes",0.000000,427.400000,49.010000,"Mobile",0.971014
91972.000000,"F","Men's Casual",491.580000,"NO","Mobile",49157.900000,2.000000,"Discount of Womens Active Shoes",0.000000,308.550000,63.530000,"Mobile",0.950000
92125.000000,"F","Home goods",157.950000,"NO","Mobile",15794.500000,2.000000,"Discount of Womens Active Shoes",0.000000,441.940000,77.180000,"Mobile",0.961538
92227.000000,"F","Women's Career",425.330000,"NO","Email",42533.200000,2.000000,"Discount of Womens Active Shoes",0.000000,446.190000,56.340000,"Email",0.909091
92868.000000,"M","Men's Casual",483.550000,"NO","Direct Mail",48354.600000,2.000000,"Discount of Womens Active Shoes",0.000000,340.880000,96.790000,"Direct Mail",0.904762
92883.000000,"F","Men's Sportswear",188.210000,"NO","Mobile",18820.700000,2.000000,"Discount of Womens Active Shoes",0.000000,362.940000,73.030000,"Mobile",0.857143
93037.000000,"F","Men's Sportswear",191.760000,"NO","Email",19176.300000,2.000000,"Discount of Womens Active Shoes",0.000000,269.740000,53.320000,"Email",0.935484
93162.000000,"M","Men's Career",468.410000,"NO","Mobile",46841.100000,2.000000,"Discount of Womens Active Shoes",0.000000,298.740000,72.770000,"Mobile",0.954545
93304.000000,"M","Women's Sportwear",424.570000,"NO","Mobile",42456.700000,2.000000,"Discount of Womens Active Shoes",0.000000,365.300000,76.730000,"Mobile",0.916667
93353.000000,"F","Women's Shoes",368.050000,"NO","Mobile",36804.500000,2.000000,"Discount of Womens Active Shoes",0.000000,614.460000,57.570000,"Mobile",0.950000
93401.000000,"F","Women's Shoes",457.960000,"YES","Mobile",45796.300000,2.000000,"Discount of Womens Active Shoes",0.000000,503.440000,47.160000,"Mobile",0.950000
93467.000000,"F","Women's Career",116.820000,"NO","Mobile",11681.800000,2.000000,"Discount of Womens Active Shoes",0.000000,245.460000,44.770000,"Mobile",0.857143
93469.000000,"M","Women's Shoes",327.660000,"NO","Direct Mail",32765.600000,2.000000,"Discount of Womens Active Shoes",0.000000,364.700000,99.500000,"Direct Mail",0.750000
93527.000000,"M","Men's Sportswear",333.610000,"YES","Email",33361.000000,2.000000,"Discount of Womens Active Shoes",0.000000,403.340000,75.710000,"Email",0.909091
93669.000000,"F","Women's Sportwear",277.030000,"NO","Direct Mail",27703.200000,2.000000,"Discount of Womens Active Shoes",0.000000,378.860000,65.840000,"Direct Mail",0.846154
93891.000000,"F","Women's Shoes",365.950000,"NO","Mobile",36595.400000,2.000000,"Discount of Womens Active Shoes",0.000000,427.910000,71.090000,"Mobile",0.950000
94004.000000,"M","Women's Shoes",438.680000,"NO","Mobile",43867.900000,2.000000,"Discount of Womens Active Shoes",0.000000,481.450000,100.350000,"Mobile",0.950000
94015.000000,"F","Women's Sportwear",482.000000,"NO","Direct Mail",48199.900000,2.000000,"Discount of Womens Active Shoes",0.000000,548.770000,84.530000,"Direct Mail",0.833333
