claim_id,date,claim_product_line,claim_product,client_segment,client_location,client_sex,client_age,body,label
206,2016/4/2,Jelly,fruit jelly,Not Member,Bronx,Male,30,There was more in the package than it said on the label.,amount.excess
207,2016/4/3,Jelly,mint jelly,Silver Card Member,Manhattan,Female,70,Hair / mint jelly.,other
208,2016/4/3,Minerals,minerals,Silver Card Member,Queens,Male,50, It would be nice if there were a bottle so that you could see how much of the contents are left.,package_container
209,2016/4/4,Ice cream,chocolate ice cream,Silver Card Member,Brooklyn,Female,40,There was a piece of plastic inside the chocolate ice cream.,contamination_tampering
210,2016/4/4,Chocolate,milk chocolate,Silver Card Member,Bronx,Male,20,"I've never called a customer service line before. I bought milk chocolate, but it was empty inside.",amount.empty
211,2016/4/4,Chocolate,milk chocolate,Silver Card Member,Manhattan,Female,20,"In a dozen-pack of chocolate, I could only find 9 pieces.",amount.shortage
212,2016/4/4,Juice,orange juice,Silver Card Member,Bronx,Male,20,"I bought apple juice at my local PQRST supermarket yesterday, but the contents were leaking from the bottom of the paper pack.",package_container.leak
213,2016/4/5,Ice cream,vanilla ice cream,Golden Card Member,Manhattan,Female,20,"I bought vanilla ice cream for my son, but the inside of the container was dirty.",package_container.dirt
214,2016/4/5,Juice,orange juice,Golden Card Member,Queens,Male,20,"I bought orange juice for my son, but the contents were leaking from the top of the juice pack. Is it safe to drink?",package_container.leak
215,2016/4/5,Ice cream,vanilla ice cream,Silver Card Member,Brooklyn,Female,40,"I bought pastry at my local store yesterday, but it tasted sour. The date hasn't expired yet.",other
216,2016/4/6,Chocolate,milk chocolate,Silver Card Member,Bronx,Male,30,There were three pieces of chocolate missing from a 12-pack.,amount.shortage
217,2016/4/6,Ice cream,chocolate ice cream,Silver Card Member,Manhattan,Female,40,The inside of the container was dirty.,package_container.dirt
218,2016/4/6,Pastry,pastry,Silver Card Member,Bronx,Male,50,The pastry tasted quite sour. The date hadn't expired yet. Is it safe?,other
219,2016/4/7,Chocolate,chocolate cookie,Silver Card Member,Manhattan,Female,50,The inside of the container was dirty. Could you exchange it?,package_container.dirt
220,2016/4/7,Minerals,minerals,Silver Card Member,Queens,Male,60, It would be nice if there were a bottle so that you could see how much of the contents are left.,package_container
221,2016/4/7,Tea,lemon tea,Silver Card Member,Brooklyn,Female,20,The straw was separated from the container.,package_container
222,2016/4/8,Chocolate,chocolate,Golden Card Member,Bronx,Male,70," I bought some chocolate, but there was nothing inside.",amount.empty
223,2016/4/9,Juice,apple juice (bottle),Golden Card Member,Manhattan,Female,30,I think that the bottle is larger than necessary.,package_container
224,2016/4/9,Chocolate,chocolate muffin,Silver Card Member,Bronx,Male,20,I felt that there was a bitter taste. Is it just me?,other
225,2016/4/10,Juice,orange juice,Silver Card Member,Manhattan,Female,30,"When I was holding an unopened pack, the contents leaked from the bottom of the juice pack.",package_container.leak
226,2016/4/11,Pastry,pastry,Silver Card Member,Queens,Male,30,"It is before the expiration date, but the pastry was moldy.",change_of_properties
227,2016/4/11,N/A,N/A,Silver Card Member,Brooklyn,Female,30,Do you use any GM foods?,ingredient.gm_foods
228,2016/4/11,Juice,orange juice,Not Member,Bronx,Male,30,Some juice leaked from the hole for the straw of the juice pack.,package_container
229,2016/4/12,Jelly,mint jelly,Silver Card Member,Manhattan,Female,30,"I like to buy jelly from ABCDE confectionery company, but this time there was a lot more that was indicated on the package.",amount.excess
230,2016/4/12,Jelly,mint jelly,Silver Card Member,Bronx,Male,50,I found a deep bruise in the inside of the container.,package_container.torn
231,2016/4/13,Ice cream,chocolate ice cream,Silver Card Member,Queens,Female,40,A dark clump at the bottom of the cup.,change_of_properties
232,2016/4/13,Pastry,pastry,Silver Card Member,Queens,Male,40,I like to buy pastries made by ABCDE confectionery company. I would like to know what additives are used.,ingredient.additives
233,2016/4/13,Juice,orange juice,Silver Card Member,Brooklyn,Female,40, Some juice leaked from the bottom.,package_container.leak
234,2016/4/13,Juice,pine juice,Silver Card Member,Bronx,Male,40,Some juice leaked from the bottom of the juice pack.,package_container.leak
235,2016/4/13,Muffin,muffin,Golden Card Member,Manhattan,Female,40,"I got some mint jelly for my daughter, but it seemed that the bag was already opened. Is it safe?",prank
236,2016/4/14,Chocolate,milk chocolate,Golden Card Member,Bronx,Male,50, Two pieces of chocolate missing from a dozen-pack.,amount.shortage
237,2016/4/14,Minerals,minerals,Silver Card Member,Manhattan,Female,50,Could you make the bottle so that you could see how much is left?,package_container
238,2016/4/14,Muffin,muffin,Silver Card Member,Queens,Male,50,Why is it that the muffin prices of other brands are cheaper?,price.price_general
239,2016/4/15,Cookie,cookie,Silver Card Member,Brooklyn,Female,60, Please make the cookies cheaper.,price.price_general
240,2016/4/16,Juice,pine juice,Silver Card Member,Bronx,Male,60,Could you tell me the name of the actor in the TV commercial of the pine juice?,ads
241,2016/4/16,Juice,pine juice,Silver Card Member,Queens,Female,60, There was a dark clump at the bottom of the juice bottle.,package_container
242,2016/4/17,Tea,lemon tea,Golden Card Member,Bronx,Male,70,There was no straw attached.,package_container
243,2016/4/17,Juice,apple juice,Golden Card Member,Manhattan,Female,20,The apple juice has a rancid odor.,other
244,2016/4/18,Ice cream,chocolate ice cream,Silver Card Member,Queens,Male,20, There was a piece of plastic inside the cup of the ice cream.,contamination_tampering
245,2016/4/19,Ice cream,chocolate ice cream,Silver Card Member,Manhattan,Female,30,I have a egg allergy. Is this safe to eat?,ingredient.allergy
246,2016/4/19,N/A,N/A,N/A,N/A,N/A,N/A,Crank call.,other
247,2016/4/20,Ice cream,vanilla ice cream,Not Member,Queens,Female,40,I found a dark clump in the cup of ice cream.,change_of_properties
248,2016/4/20,Ice cream,vanilla ice cream,Silver Card Member,Manhattan,Male,40,"I bought vanilla ice cream for my daughter, but the inside of the container was dirty.",package_container.dirt
249,2016/4/20,Juice,pine juice,Silver Card Member,Bronx,Female,50,The straw was peeled off from the container.,package_container
250,2016/4/21,Jelly,mint jelly,Silver Card Member,Bronx,Male,30,"I bought mint jelly, but the bag was already torn.",package_container.torn
251,2016/4/22,Chocolate,chocolate,Silver Card Member,Brooklyn,Female,40,There was a bug inside a bag!  Get me your manager!,contamination_tampering
252,2016/4/22,Chocolate,chocolate,Silver Card Member,Bronx,Male,40,There was nothing inside.,amount.empty
253,2016/4/23,Ice cream,chocolate ice cream,Silver Card Member,Manhattan,Female,50,Are you not running the old ads for ice cream anymore?,ads
254,2016/4/23,Juice,orange juice,Golden Card Member,Queens,Male,50,The contents were leaking from the hole for the straw of the juice pack.,package_container
255,2016/4/24,Ice cream,vanilla ice cream,Golden Card Member,Brooklyn,Female,20, The spoon was detached.,package_container
256,2016/4/25,Jelly,fruit jelly,Silver Card Member,Bronx,Male,50,"I bought some fruit jelly, but it was empty inside.",amount.empty
257,2016/4/25,Pastry,pastry,Silver Card Member,Manhattan,Female,20,"I bought the pastry today, but it has a strange odor.",other
258,2016/4/26,Jelly,fruit jelly,Not Member,Bronx,Male,30,There was something that looked like a nail inside the bag of jelly. Is this a prank?,contamination_tampering
259,2016/4/26,Jelly,mint jelly,Silver Card Member,Manhattan,Female,60," I like to buy jelly from ABCDE confectionery company, but this time there was a lot more that was indicated on the package.",amount.excess
260,2016/4/26,Juice,orange juice,Silver Card Member,Queens,Male,60,There is a trace of a leak on the outside of the package. I am wondering if it is okay to drink.,package_container.leak
261,2016/4/27,Tea,lemon tea,Silver Card Member,Brooklyn,Female,70,Some tea leaked from the hole for the straw of the juice pack.,package_container
262,2016/4/27,Ice cream,chocolate ice cream,Silver Card Member,Bronx,Male,20,The cup looked like it was already opened.,prank
263,2016/4/28,Jelly,fruit jelly,Silver Card Member,Manhattan,Female,40,Do you use organic gelatin?,other
264,2016/4/28,Jelly,apple jelly,Silver Card Member,Bronx,Male,30,There was something like a piece of thread inside the bag of jelly.,contamination_tampering
265,2016/4/28,Pastry,pastry,Golden Card Member,Manhattan,Female,40,The price of your pastry are more expensive than other brands.,price.price_general
266,2016/4/29,Cookie,cookie,Golden Card Member,Queens,Male,50,"It is before the expiration date, but the cookies were moldy.",change_of_properties
267,2016/4/29,Pastry,pastry,Silver Card Member,Queens,Female,70,The pastry was growing mold even before the expiration date.,change_of_properties
268,2016/4/29,Ice cream,chocolate ice cream,Silver Card Member,Bronx,Male,50,I am allergic to milk.  Is this okay to eat?,ingredient.allergy
269,2016/4/29,Ice cream,chocolate ice cream,Not Member,Manhattan,Female,20,"In a 6-pack of chocolate ice cream, I could only find four cups.",amount.shortage
270,2016/4/30,Jelly,strawberry jelly,Silver Card Member,Bronx,Male,60,"When I checked carefully, I found a bruise in the inside of the container.",package_container.torn
271,2016/5/1,Muffin,muffin,Silver Card Member,Manhattan,Female,30,Do you use buckwheat as an ingredient?,other
272,2016/5/1,Jelly,mint jelly,Silver Card Member,Queens,Male,40,There were three cups of jelly missing from a 12-pack.,amount.shortage
273,2016/5/1,Minerals,minerals,Silver Card Member,Brooklyn,Female,40,The bottle won't open up since the cap is too tight.,package_container
274,2016/5/1,Juice,apple juice,Silver Card Member,Bronx,Male,40,There was some juice leaking from the hole for the straw. Could you exchange it?,package_container
275,2016/5/1,Juice,peach juice,Silver Card Member,Manhattan,Female,40, This is my first time calling. There was a stain on the package that seemed to be caused by a leak.,package_container.leak
276,2016/5/2,Chocolate,chocolate muffin,Golden Card Member,Bronx,Male,50,"In a dozen-pack of chocolate muffin, I could only find 11 muffins.",amount.shortage
277,2016/5/2,Pastry,pastry,Golden Card Member,Manhattan,Female,30,One piece of bread missing from a 10-pack.,amount.shortage
278,2016/5/2,Juice,apple juice,Silver Card Member,Queens,Male,50,Orange juice leaked from the top of the juice pack.,package_container.leak
279,2016/5/2,Chocolate,chocolate muffin,Silver Card Member,Brooklyn,Female,50,I found the bag torn.,package_container.torn
280,2016/5/4,Pastry,pastry,Not Member,Bronx,Male,50,Do you use buckwheat as an ingredient?,other
281,2016/5/5,N/A,N/A,Not Member,Manhattan,Female,60,Do you use any GM foods?,ingredient.gm_foods
282,2016/5/5,Tea,lemon tea,Not Member,Bronx,Male,40,There was no straw attached.,package_container
283,2016/5/6,Jelly,fruit jelly,Silver Card Member,Manhattan,Female,50,My son is allergic to gelatin.  Is this safe to eat?,ingredient.allergy
284,2016/5/6,Chocolate,chocolate,Silver Card Member,Queens,Male,60,I could only find 11 cups in the 12-pack.,amount.shortage
285,2016/5/6,Chocolate,chocolate,Silver Card Member,Brooklyn,Female,20,There were only 10 pieces in the dozen pack.,amount.shortage
286,2016/5/7,Ice cream,vanilla ice cream,Silver Card Member,Bronx,Male,70,I think that the price of your ice cream are more expensive than other brands. Why are they?,price.price_general
287,2016/5/8,Muffin,muffin,Silver Card Member,Manhattan,Female,30,The muffin tasted quite sour.,other
288,2016/5/9,Jelly,fruit jelly,Silver Card Member,Bronx,Male,20,There was a piece of plastic inside the jelly cup.,contamination_tampering
289,2016/5/9,Jelly,mint jelly,Golden Card Member,Manhattan,Female,40,There was a deep bruise in the inside of the container.,package_container.torn
290,2016/5/10,Ice cream,chocolate ice cream,Golden Card Member,Queens,Male,30,"I bought ice cream for my daughter, but there was only half the usual amount. Is it okay to eat?",amount.shortage
291,2016/5/10,Pastry,pastry,Silver Card Member,Brooklyn,Female,20,"In a 10-pack of bread, I could only find 9 pieces.",amount.shortage
292,2016/5/10,Juice,orange juice,Silver Card Member,Bronx,Male,20,"I bought orange juice the day before yesterday and left the pack in the fridge for about two days without opening the lid, but the contents were leaking from the top of the pack.",package_container.leak
293,2016/5/11,Tea,lemon tea,Golden Card Member,Manhattan,Female,40,There was no straw attached.,package_container
294,2016/5/12,Jelly,mint jelly,Silver Card Member,Bronx,Male,30, Two cups of jelly missing from a dozen-pack.,amount.shortage
295,2016/5/12,Tea,lemon tea,Golden Card Member,Manhattan,Female,50,Straw is not attached.,package_container
296,2016/5/13,Ice cream,chocolate ice cream,Golden Card Member,Queens,Male,40,It tasted a bit more sour than when I had it the last time.,other
297,2016/5/14,Juice,apple juice,Silver Card Member,Brooklyn,Female,20,This is my first time calling. The contents were leaking from a bottle of peach juice since there was a crack in it.,package_container
298,2016/5/14,Juice,orange juice,Silver Card Member,Bronx,Male,30,The contents were leaking from the bottom of the juice pack.,package_container.leak
299,2016/5/14,Juice,apple juice,Not Member,Manhattan,Female,30," I left the pack in the refrigerator for about three days without opening the lid, but the contents were leaking from the top of the pack.",package_container.leak
300,2016/5/15,N/A,N/A,N/A,N/A,N/A,N/A,Hung-up call.,other
301,2016/5/16,Jelly,strawberry jelly,Not Member,Bronx,Female,60,"I bought strawberry jelly for my son, but the inside of the container was a cloudy white.",change_of_properties
302,2016/5/16,Ice cream,chocolate ice cream,Silver Card Member,Brooklyn,Male,40,There was a piece of plastic inside the ice cream.,contamination_tampering
303,2016/5/16,Juice,apple juice,Silver Card Member,Manhattan,Female,40,"I am a first-time caller. I purchased orange juice at my local PQRST supermarket, but it looked like there was a leak on the outside of the pack.",package_container.leak
304,2016/5/16,Ice cream,vanilla ice cream,Silver Card Member,Bronx,Male,50,It was a little more sour than when I ate it before.,other
305,2016/5/16,Ice cream,vanilla ice cream,Silver Card Member,Brooklyn,Female,70,"I bought ice cream for my child yesterday, but it had a sour odor.",other
306,2016/5/18,Ice cream,chocolate ice cream,Silver Card Member,Bronx,Male,50,"I got some chocolate ice cream, but the inside of the container was dirty. Is it safe?",package_container.dirt
307,2016/5/18,Muffin,muffin,Silver Card Member,Manhattan,Female,20,I felt that there was a sour taste. Is it just me?,other
308,2016/5/19,Ice cream,vanilla ice cream,Golden Card Member,Queens,Male,20,There was a yellow clump in the cup. I have saved the cup without eating it.,change_of_properties
309,2016/5/19,Chocolate,chocolate cookie,Golden Card Member,Brooklyn,Female,60,"I bought cookie at my local PQRST supermarket, but the inside of the bag was dirty.",package_container.dirt
310,2016/5/19,Ice cream,chocolate ice cream,Silver Card Member,Bronx,Male,30,"I bought chocolate ice cream, but the inside of the container was dirty. Is it safe?",package_container.dirt
311,2016/5/19,Juice,orange juice,Silver Card Member,Manhattan,Female,40,I am a first-time caller. The contents were leaking from the bottom of the juice pack.,package_container.leak
312,2016/5/19,Juice,peach juice,Not Member,Bronx,Male,50,Apple juice leaked from the bottom of the juice pack.,package_container.leak
313,2016/5/20,Chocolate,milk chocolate,Silver Card Member,Manhattan,Female,20,"I bought milk chocolate, but there were two pieces too few in the 12-pack.",amount.shortage
314,2016/5/21,Chocolate,chocolate,Silver Card Member,Queens,Male,40,I found some hair inside the bag.,contamination_tampering
315,2016/5/21,Jelly,fruit jelly,Silver Card Member,Brooklyn,Female,30,"I got fruit jelly at a supermarket, but there was something that looked like a needle inside the bag!",contamination_tampering
316,2016/5/21,Ice cream,vanilla ice cream,Silver Card Member,Bronx,Male,50,There was a piece of plastic inside the ice cream. Isn't it a prank?,contamination_tampering
317,2016/5/22,Juice,orange juice,Silver Card Member,Manhattan,Female,60,"There was a crack in the bottle of apple juice, so the contents were leaking.",package_container.leak
318,2016/5/23,Jelly,mint jelly,Silver Card Member,Bronx,Male,40, I liked the old ads for jelly better.  Are you not running them anymore?,ads
319,2016/5/23,Ice cream,vanilla ice cream,Golden Card Member,Manhattan,Female,40,The price of your ice cream are more expensive than other brands.,price.price_general
320,2016/5/24,Ice cream,vanilla ice cream,Golden Card Member,Queens,Male,50,Is this safe to eat? I am allergic to milk.,ingredient.allergy
321,2016/5/24,N/A,N/A,Not Member,Brooklyn,Female,50,I like to buy snacks made by ABCDE confectionery company. Do you use any GM foods?,ingredient.gm_foods
322,2016/5/24,Ice cream,chocolate ice cream,Not Member,Bronx,Male,60,There were three cups of ice cream missing from a 6-pack.,amount.shortage
323,2016/5/24,Juice,orange juice,Silver Card Member,Manhattan,Female,70, There was a stain on the package that seemed to be caused by a leak.,package_container.leak
324,2016/5/25,Juice,orange juice,Silver Card Member,Bronx,Male,40, There was some juice leaking from the top of the juice pack.,package_container.leak
325,2016/5/26,Juice,pine juice,Silver Card Member,Queens,Female,30,There is a chunk of settlement in the juice bottle. I have saved the bottle without drinking it.,package_container
326,2016/5/26,Jelly,fruit jelly,Silver Card Member,Queens,Male,20,There was a piece of plastic inside the chocolate ice cream.,contamination_tampering
327,2016/5/26,Ice cream,vanilla ice cream,Silver Card Member,Brooklyn,Female,70,"I bought some ice cream for my daughter, but there was a piece of paper inside. Could you be a little more careful?",contamination_tampering
328,2016/5/26,Jelly,fruit jelly,Silver Card Member,Bronx,Male,50, Nothing inside.,amount.empty
329,2016/5/26,Juice,apple juice,Golden Card Member,Manhattan,Female,40,"I left the pack in the refrigerator for about three days without opening the lid, but the contents were leaking from the pack.",package_container.leak
330,2016/5/26,Juice,orange juice,Golden Card Member,Bronx,Male,20,"I frequently buy juice made by ABCDE confectionery company, but this time some juice leaked from the bottom of the juice pack.",package_container.leak
331,2016/5/26,Ice cream,vanilla ice cream,Silver Card Member,Manhattan,Female,30,I bought vanilla ice cream for my son. There was a sour smell.,other
332,2016/5/27,Chocolate,chocolate,Silver Card Member,Queens,Male,60,"I bought some chocolate, but it was empty inside.",amount.empty
333,2016/5/27,Juice,apple juice,Not Member,Brooklyn,Female,40,I like to buy juice made by ABCDE confectionery company. I would like to know what additives are used.,ingredient.additives
334,2016/5/28,Tea,lemon tea,Silver Card Member,Bronx,Male,40,The straw was separated from the container.,package_container
335,2016/5/29,Juice,pine juice,Silver Card Member,Manhattan,Female,50,"I am a first-time caller. There was a crack in the bottle of pine juice, so the contents were leaking.",package_container.leak
336,2016/5/29,Ice cream,chocolate ice cream,Silver Card Member,Bronx,Male,50,There was no spoon attached to the cup.,package_container
337,2016/5/30,Cookie,cookie,Silver Card Member,Manhattan,Female,20,"You lowered the price on cookies for a limited time, but are you planning to keep the discount?",price.lowing_price
338,2016/5/31,Jelly,mint jelly,Silver Card Member,Queens,Male,50,"I frequently buy mint fruit jelly, but this time the inside of the container was a cloudy white.",change_of_properties
339,2016/5/31,Cookie,cookie,Silver Card Member,Brooklyn,Female,30,When are you going to stop selling the cookie?,production_plan.end_of_sale
340,2016/5/31,Pastry,pastry,Golden Card Member,Bronx,Male,60,"The date hadn't expired yet, but it tasted bitter.",other
341,2016/6/1,Juice,pine juice,Golden Card Member,Queens,Female,40,I found a chunk of settlement at the bottom of the juice bottle.,package_container
342,2016/6/1,Chocolate,chocolate,Silver Card Member,Bronx,Male,20,This is my first time calling. There were three pieces of chocolate missing from a 12-pack.,amount.shortage
343,2016/6/1,Jelly,mint jelly,Silver Card Member,Manhattan,Female,40,"I bought mint jelly, but there were two cups too few in the 12-pack.",amount.shortage
344,2016/6/3,Muffin,muffin,Golden Card Member,Queens,Male,50,I found a bug inside a bag!,contamination_tampering
345,2016/6/3,Ice cream,chocolate ice cream,Golden Card Member,Brooklyn,Female,30, no spoon attached.,package_container
346,2016/6/4,Jelly,mint jelly,Silver Card Member,Bronx,Male,60, The inside of the cup was dirty.,package_container.dirt
347,2016/6/4,Juice,apple juice,Silver Card Member,Manhattan,Female,20,There was some juice leaking from the bottom of the juice pack. Could you exchange it?,package_container.leak
348,2016/6/4,Minerals,minerals,Silver Card Member,Bronx,Male,50,The bottle is larger than necessary.  It seems like a waste.,package_container
349,2016/6/5,Pastry,pastry,Silver Card Member,Manhattan,Female,40,There was a bug inside a bag!  Get me your manager!,contamination_tampering
350,2016/6/5,N/A,N/A,N/A,N/A,N/A,N/A,Crank call.,other
351,2016/6/6,Juice,apple juice,Silver Card Member,Queens,Female,20,"This is my first time calling. When I was holding an unopened pack, the contents leaked from the straw hole. Is it okay to drink?",package_container
352,2016/6/7,Minerals,minerals,Silver Card Member,Brooklyn,Male,70,"I like to buy apple juice, but the cap loosens up.",package_container
353,2016/6/7,Juice,apple juice,Silver Card Member,Bronx,Female,30,"I like to buy apple juice from ABCDE confectionery company, but this time there was some juice leaking from the hole for the straw of the juice pack.",package_container
354,2016/6/8,Jelly,fruit jelly,Silver Card Member,Manhattan,Male,20,"I am a first-time caller. I bought jelly, but it was empty inside.",amount.empty
355,2016/6/8,Chocolate,chocolate,Silver Card Member,Bronx,Female,40, Three pieces of chocolate missing from a dozen-pack.,amount.shortage
356,2016/6/8,Muffin,muffin,Golden Card Member,Brooklyn,Male,30,It was a little more sour than when I ate it before.,other
357,2016/6/9,Juice,pine juice,Golden Card Member,Manhattan,Female,50,I like to buy juice from ABCDE confectionery company. I love the ads for the pine juice. Could you tell me the name of the actor in the commercial?,ads
358,2016/6/9,N/A,N/A,Golden Card Member,Queens,Male,40,Do you use any GM foods?,ingredient.gm_foods
359,2016/6/9,Jelly,mint jelly,Silver Card Member,Brooklyn,Female,20,"I often buy mint jelly, but this time there were only 10 muffins in the 12-pack.",amount.shortage
360,2016/6/9,Tea,lemon tea,Silver Card Member,Bronx,Male,20,"I bought lemon tea at my local PQRST supermarket, but the straw was peeled off from the container.",package_container
361,2016/6/9,N/A,mini cake,Silver Card Member,Manhattan,Female,50,I like to buy pastry and snacks from ABCDE confectionery company. Could you tell me when the new mini cake will be on sale?,production_plan.new_product
362,2016/6/10,Pastry,pastry,Not Member,Bronx,Male,20,"The date hadn't expired yet, but it tasted sour.",other
363,2016/6/10,Muffin,muffin,Silver Card Member,Manhattan,Female,60,The muffin had a rancid odor.,other
364,2016/6/12,Chocolate,chocolate,Silver Card Member,Queens,Male,30,"I got some chocolate, but there was more in the package than it said on the label.",amount.excess
365,2016/6/13,Juice,orange juice,Silver Card Member,Queens,Female,30,"I like to buy juice from ABCDE confectionery company, but this time I found some clump at the bottom of the bottle.",package_container
366,2016/6/13,Chocolate,chocolate,Silver Card Member,Bronx,Male,30,This is my first time calling. There were three pieces of chocolate missing from a 12-pack.,amount.shortage
367,2016/6/13,Juice,apple juice,Silver Card Member,Manhattan,Female,30, Some juice leaked from the bottom of the juice pack.,package_container.leak
368,2016/6/13,Minerals,minerals,Silver Card Member,Bronx,Male,40,Could you make the bottle so that you could see how much is left?,package_container
369,2016/6/14,Juice,orange juice,Golden Card Member,Manhattan,Female,40,There was some juice leaking from the bottom of the juice pack. I am wondering if it is okay to drink.,package_container.leak
370,2016/6/14,Tea,lemon tea,Golden Card Member,Queens,Male,40,The straw was detached.,package_container
371,2016/6/15,Cookie,cookie,Silver Card Member,Brooklyn,Female,70,Is buckwheat an ingredient?,other
372,2016/6/15,Ice cream,chocolate ice cream,Silver Card Member,Bronx,Male,50,"I bought chocolate ice cream for my daughters. The date hadn't expired yet, but it tasted sour.",other
373,2016/6/16,Chocolate,chocolate,Golden Card Member,Manhattan,Female,20, One piece missing from a dozen-pack of chocolate.,amount.shortage
374,2016/6/16,Ice cream,vanilla ice cream,Golden Card Member,Bronx,Male,50, I could only find 5 cups in the half-dozen pack.,amount.shortage
375,2016/6/16,Ice cream,vanilla ice cream,Silver Card Member,Manhattan,Female,30,There was no spoon attached.,package_container
376,2016/6/17,Juice,pine juice,Silver Card Member,Queens,Male,50, I love the ads for the pine juice!,ads
377,2016/6/17,Ice cream,vanilla ice cream,Not Member,Brooklyn,Female,60,"I frequently buy vanilla ice cream, but this time there was only half the usual amount.",amount.shortage
378,2016/6/17,Ice cream,chocolate ice cream,Silver Card Member,Bronx,Male,40,"I bought chocolate ice cream for my daughter, but I found something that looked like a nail inside the cup!",contamination_tampering
379,2016/6/18,N/A,N/A,N/A,N/A,N/A,N/A,HUNG-UP CALL,other
380,2016/6/18,Juice,apple juice,Not Member,Manhattan,Male,40,"The contents leaked from the straw hole, when I was holding an unopened pack.",package_container
381,2016/6/19,Juice,apple juice,Silver Card Member,Bronx,Female,50,"There was a crack in the bottle of apple juice, so the contents were leaking.",package_container.leak
382,2016/6/20,Minerals,minerals,Silver Card Member,Bronx,Male,40,Don't you think the bottle is bigger than it needs to be?,package_container
383,2016/6/21,Chocolate,milk chocolate,Silver Card Member,Manhattan,Female,60,"I frequently buy milk chocolate from ABCDE confectionery company, but this time there were one piece missing from the dozen pack.",amount.shortage
384,2016/6/21,Juice,orange juice,Silver Card Member,Brooklyn,Male,60, The contents were leaking from the top.,package_container.leak
385,2016/6/21,Juice,pine juice,Silver Card Member,Manhattan,Female,70,"I like to buy juice made by ABCDE confectionery company, but this time there was some juice leaking from the top.",package_container.leak
386,2016/6/21,Juice,apple juice (bottle),Silver Card Member,Manhattan,Male,50, I think that the bottle is larger than necessary. It seems like a waste.,package_container
387,2016/6/21,Minerals,minerals,Golden Card Member,Queens,Female,50,I think that the bottle is larger than necessary.  It seems like a waste.,package_container
388,2016/6/22,Ice cream,chocolate ice cream,Golden Card Member,Brooklyn,Male,60, I found something like hair inside the cup.,contamination_tampering
389,2016/6/22,Jelly,mint jelly,Silver Card Member,Bronx,Female,40," I bought mint jelly for my son, but there was something that looked like a nail inside the bag. Is this some sort of joke?",contamination_tampering
390,2016/6/22,Ice cream,vanilla ice cream,Silver Card Member,Manhattan,Male,70,The cup looked like it was already opened. Is this a prank?,prank
391,2016/6/23,Jelly,mint jelly,Not Member,Bronx,Female,50,I liked the old ads for mint jelly better.  Are you not running them anymore?,ads
392,2016/6/23,Jelly,mint jelly,Silver Card Member,Manhattan,Male,20," I frequently buy mint fruit jelly, but this time the inside of the container was a cloudy white.",change_of_properties
393,2016/6/23,Ice cream,vanilla ice cream,Silver Card Member,Queens,Female,20,After buying some ice cream I found a bug inside a cup!!  Get me your manager!,contamination_tampering
394,2016/6/23,Jelly,mint jelly,Silver Card Member,Brooklyn,Male,20,"In a dozen-pack of mint jelly, I could only find 9 cups.",amount.shortage
395,2016/6/23,N/A,N/A,Golden Card Member,Bronx,Female,30,Lower the price!,price.lowing_price
396,2016/6/24,Ice cream,chocolate ice cream,Not Member,Queens,Male,30,There was a yellow clump in the cup. I have saved the cup without eating it.,change_of_properties
397,2016/6/24,Muffin,muffin,Silver Card Member,Bronx,Female,40,"I bought muffin at my local supermarket. There was a piece of paper inside the muffin, and I accidentally ate it. Could you be a little more careful?",contamination_tampering
398,2016/6/24,Ice cream,vanilla ice cream,Silver Card Member,Manhattan,Male,40,I found something like a piece of thread inside the cup of ice cream.,contamination_tampering
399,2016/6/24,Ice cream,chocolate ice cream,Silver Card Member,Queens,Female,30,I purchased chocolate ice cream. I would like to know what additives are used.,ingredient.additives
400,2016/6/24,Pastry,pastry,Silver Card Member,Brooklyn,Male,20,The bag was already torn. Is it okay?,package_container.torn
401,2016/6/25,Ice cream,chocolate ice cream,Silver Card Member,Bronx,Female,40,The inside of the container was dirty.,package_container.dirt
402,2016/6/27,Pastry,pastry,Silver Card Member,Manhattan,Male,40,There is very little cream in this pastry.,amount.shortage
403,2016/6/27,Tea,lemon tea,Golden Card Member,Bronx,Female,50,"I bought black coffee at my local PQRST supermarket, but the straw was peeled off from the pack.",package_container
404,2016/6/28,Pastry,pastry,Golden Card Member,Manhattan,Male,50,There were only 8 pieces of bread in the 10-pack.,amount.shortage
405,2016/6/28,Pastry,pastry,Silver Card Member,Queens,Female,60,There were three pieces of bread missing from a 10-pack.,amount.shortage
406,2016/6/28,Juice,orange juice,Silver Card Member,Brooklyn,Male,40, This is my first time calling. There is a trace of a leak on the outside of the package.,package_container.leak
407,2016/6/28,Ice cream,vanilla ice cream,Silver Card Member,Bronx,Female,70,"I bought the vanilla ice cream yesterday, but it had a sour odor. Is it okay?",other
408,2016/6/29,Ice cream,vanilla ice cream,Silver Card Member,Manhattan,Male,50,Is this safe to eat? I am allergic to eggs.,ingredient.allergy
409,2016/6/30,Pastry,pastry,Silver Card Member,Bronx,Female,20,I think that the price of your pastry are more expensive than other brands. Why are they?,price.price_general
410,2016/7/1,Cookie,cookie,Silver Card Member,Manhattan,Male,20,Do you use soy beans as an ingredient?,other
411,2016/7/1,Chocolate,chocolate,Golden Card Member,Queens,Female,60,"I bought some chocolate, but there was a lot more that was indicated on the package. Is this a problem?",amount.excess
