ID,Gender,Status,Children,Est Income,Car Owner,Age,International,Local,Paymethod,LocalBilltype,LongDistanceBilltype,Usage,RatePlan,CHURN,LongDistance,Dropped,IncomeGroup,CallerType
785,"F","S",1,27783.600000,"N",14.040000,6.530000,18.070000,"CC","FreeLocal","Standard",29.580000,2,"T",4.970000,2,"Income_Group_2","Both"
788,"F","M",2,60485.500000,"N",41.666667,0.000000,28.700000,"Auto","Budget","Intnl_discount",40.410000,3,"F",11.700000,1,"Income_Group_3","Domestic"
791,"F","M",2,809.430000,"Y",31.913333,0.000000,2.890000,"CH","FreeLocal","Intnl_discount",2.890000,4,"F",0.000000,1,"Income_Group_1","Domestic"
792,"M","S",1,76529.800000,"N",58.280000,5.360000,20.050000,"CC","Budget","Standard",43.890000,4,"T",18.460000,8,"Income_Group_4","Both"
793,"F","M",2,34577.700000,"N",63.253333,0.000000,116.570000,"CH","Budget","Standard",145.750000,4,"F",29.180000,4,"Income_Group_2","Domestic"
795,"F","M",0,66666.000000,"N",67.000000,0.000000,45.460000,"Auto","Budget","Standard",73.020000,1,"F",27.560000,2,"Income_Group_3","Domestic"
796,"F","S",2,19008.400000,"Y",52.166667,0.000000,137.190000,"CC","FreeLocal","Standard",147.740000,4,"T",10.540000,1,"Income_Group_1","Domestic"
797,"F","M",0,98056.300000,"N",55.966667,0.000000,126.960000,"Auto","FreeLocal","Standard",150.670000,1,"F",23.700000,3,"Income_Group_5","Domestic"
798,"M","M",0,80000.000000,"Y",53.213333,0.000000,2.210000,"CH","Budget","Standard",2.210000,1,"T",0.000000,2,"Income_Group_4","Domestic"
800,"M","M",0,78894.200000,"N",52.740000,1.410000,43.230000,"CH","Budget","Intnl_discount",46.650000,3,"T",2.000000,5,"Income_Group_4","Both"
801,"M","S",1,16432.100000,"Y",20.920000,8.890000,80.470000,"CH","Budget","Intnl_discount",109.780000,4,"T",20.410000,0,"Income_Group_1","Both"
802,"M","S",1,62797.900000,"N",32.000000,4.280000,55.480000,"CH","Budget","Intnl_discount",68.090000,2,"F",8.320000,0,"Income_Group_3","Both"
803,"M","S",1,71329.900000,"Y",42.233333,3.550000,45.920000,"CC","Budget","Standard",63.750000,3,"T",14.270000,0,"Income_Group_3","Both"
807,"F","S",0,20913.600000,"N",53.013333,7.160000,65.770000,"CC","FreeLocal","Standard",95.930000,1,"T",22.990000,2,"Income_Group_1","Both"
810,"F","S",1,540.400000,"Y",39.213333,0.000000,7.750000,"Auto","Budget","Intnl_discount",20.100000,3,"T",12.340000,6,"Income_Group_1","Domestic"
814,"M","M",2,67339.800000,"N",17.006667,5.190000,48.690000,"CC","FreeLocal","Intnl_discount",81.720000,3,"F",27.830000,1,"Income_Group_3","Both"
816,"M","M",1,75799.900000,"N",46.380000,7.020000,64.800000,"CC","FreeLocal","Intnl_discount",94.060000,2,"T",22.240000,1,"Income_Group_4","Both"
817,"F","S",2,15688.500000,"N",53.060000,0.000000,8.030000,"CC","Budget","Standard",22.420000,3,"T",14.390000,1,"Income_Group_1","Domestic"
818,"F","S",0,43382.300000,"N",16.073333,8.760000,99.940000,"CH","FreeLocal","Standard",138.370000,3,"T",29.670000,2,"Income_Group_2","Both"
820,"F","S",0,5185.310000,"N",62.053333,5.990000,30.510000,"CC","FreeLocal","Intnl_discount",52.900000,4,"T",16.390000,1,"Income_Group_1","Both"
821,"F","D",1,13011.400000,"N",16.060000,0.000000,108.440000,"CC","Budget","Standard",134.450000,3,"T",26.010000,1,"Income_Group_1","Domestic"
822,"F","S",0,35000.000000,"N",22.433333,8.280000,75.270000,"CH","Budget","Intnl_discount",106.530000,4,"T",22.960000,8,"Income_Group_2","Both"
824,"F","M",2,80087.700000,"N",41.920000,0.000000,22.820000,"CC","FreeLocal","Standard",31.560000,3,"F",8.740000,1,"Income_Group_4","Domestic"
825,"F","M",2,59691.300000,"N",38.040000,0.000000,256.700000,"CC","Budget","Standard",278.650000,1,"F",21.940000,2,"Income_Group_3","Domestic"
827,"F","S",2,11251.100000,"Y",52.000000,0.000000,113.480000,"CC","FreeLocal","Standard",141.910000,4,"T",28.420000,1,"Income_Group_1","Domestic"
829,"M","M",1,70908.700000,"N",49.620000,4.550000,43.200000,"CC","FreeLocal","Standard",55.470000,1,"T",7.700000,0,"Income_Group_3","Both"
830,"M","S",0,94928.300000,"N",40.180000,5.610000,73.740000,"CC","FreeLocal","Standard",93.780000,1,"T",14.420000,0,"Income_Group_4","Both"
832,"F","M",2,50622.300000,"N",40.460000,2.070000,90.190000,"Auto","FreeLocal","Standard",112.720000,3,"F",20.450000,0,"Income_Group_3","Both"
834,"M","M",0,100020.000000,"Y",52.266667,4.270000,18.840000,"CC","FreeLocal","Intnl_discount",39.320000,4,"T",16.200000,0,"Income_Group_5","Both"
838,"M","M",0,65000.000000,"Y",52.266667,0.000000,62.810000,"CH","Budget","Standard",92.370000,1,"T",29.550000,0,"Income_Group_3","Domestic"
840,"F","S",2,93559.100000,"N",57.620000,0.000000,29.900000,"CC","Budget","Standard",31.420000,4,"F",1.520000,0,"Income_Group_4","Domestic"
841,"F","M",1,56722.800000,"N",60.593333,6.210000,51.170000,"CC","FreeLocal","Standard",74.770000,4,"T",17.370000,0,"Income_Group_3","Both"
843,"M","M",1,120000.000000,"N",53.213333,0.000000,3.220000,"CC","Budget","Intnl_discount",3.220000,1,"T",0.000000,0,"Income_Group_5","Domestic"
844,"F","S",2,3416.620000,"Y",22.760000,0.000000,104.730000,"CC","Budget","Standard",123.700000,1,"T",18.970000,0,"Income_Group_1","Domestic"
845,"F","M",0,78000.000000,"Y",55.633333,0.000000,10.220000,"Auto","Budget","Standard",10.390000,3,"F",0.170000,0,"Income_Group_4","Domestic"
846,"M","M",0,73400.000000,"Y",53.213333,0.000000,25.620000,"CC","FreeLocal","Standard",40.900000,2,"T",15.270000,0,"Income_Group_4","Domestic"
847,"F","M",2,8032.160000,"N",45.666667,0.000000,59.080000,"CC","FreeLocal","Standard",88.770000,3,"F",29.680000,0,"Income_Group_1","Domestic"
848,"F","D",1,93454.300000,"Y",48.533333,0.000000,25.180000,"Auto","FreeLocal","Standard",44.130000,2,"F",18.940000,1,"Income_Group_4","Domestic"
849,"M","M",0,5745.000000,"Y",15.380000,0.000000,17.710000,"CC","FreeLocal","Standard",44.110000,1,"T",26.400000,0,"Income_Group_1","Domestic"
850,"F","S",0,77000.000000,"N",58.560000,7.350000,208.190000,"Auto","Budget","Standard",215.960000,2,"F",0.410000,0,"Income_Group_4","Both"
851,"F","S",0,92564.100000,"Y",49.133333,0.000000,51.680000,"Auto","FreeLocal","Standard",74.860000,3,"F",23.170000,0,"Income_Group_4","Domestic"
853,"M","S",0,68000.000000,"Y",49.000000,3.140000,82.190000,"CH","Budget","Intnl_discount",90.250000,3,"T",4.910000,0,"Income_Group_3","Both"
855,"F","M",2,48322.500000,"Y",49.333333,0.000000,43.600000,"CC","FreeLocal","Standard",50.290000,2,"F",6.690000,0,"Income_Group_3","Domestic"
857,"M","S",2,78373.500000,"N",35.346667,8.910000,184.020000,"Auto","Budget","Standard",199.910000,2,"F",6.970000,0,"Income_Group_4","Both"
858,"F","M",2,81913.800000,"Y",49.660000,0.000000,46.330000,"CC","FreeLocal","Standard",53.030000,3,"F",6.700000,0,"Income_Group_4","Domestic"
861,"F","S",0,919.930000,"N",38.260000,0.000000,93.420000,"CH","Budget","Standard",120.710000,4,"T",27.280000,0,"Income_Group_1","Domestic"
862,"F","M",2,69486.800000,"N",30.946667,0.000000,9.390000,"CC","Budget","Standard",17.110000,3,"F",7.720000,1,"Income_Group_3","Domestic"
863,"F","M",2,24482.800000,"N",33.533333,0.000000,2.000000,"CH","Budget","Intnl_discount",2.000000,4,"F",0.000000,0,"Income_Group_2","Domestic"
865,"F","M",0,14573.600000,"N",64.606667,0.000000,236.970000,"CC","Budget","Standard",263.580000,4,"F",26.610000,0,"Income_Group_1","Domestic"
866,"F","M",2,92103.800000,"N",52.153333,0.000000,7.430000,"CC","Budget","Standard",14.860000,4,"F",7.420000,1,"Income_Group_4","Domestic"
867,"F","S",2,8392.140000,"Y",36.680000,7.330000,54.800000,"CH","Budget","Intnl_discount",87.160000,1,"T",25.030000,1,"Income_Group_1","Both"
868,"F","S",0,17138.200000,"N",63.786667,0.000000,84.670000,"CC","FreeLocal","Intnl_discount",104.690000,2,"T",20.010000,8,"Income_Group_1","Domestic"
870,"F","M",2,47010.100000,"N",57.406667,0.000000,164.760000,"CC","Budget","Intnl_discount",167.310000,2,"F",2.540000,1,"Income_Group_2","Domestic"
872,"F","S",0,67239.400000,"N",44.433333,0.000000,53.810000,"Auto","FreeLocal","Intnl_discount",66.700000,1,"F",12.890000,2,"Income_Group_3","Domestic"
873,"M","M",1,69406.700000,"Y",38.000000,7.210000,128.100000,"CC","FreeLocal","Standard",142.230000,2,"F",6.900000,2,"Income_Group_3","Both"
875,"F","M",2,83259.300000,"N",50.880000,0.000000,4.460000,"CC","Budget","Standard",4.460000,1,"F",0.000000,0,"Income_Group_4","Domestic"
878,"M","M",1,20818.500000,"N",12.680000,6.290000,47.850000,"Auto","FreeLocal","Standard",63.280000,2,"F",9.130000,0,"Income_Group_1","Both"
882,"F","M",2,2185.600000,"N",52.513333,0.000000,20.950000,"CH","Budget","Standard",28.070000,1,"F",7.120000,1,"Income_Group_1","Domestic"
884,"M","M",1,76511.300000,"N",62.080000,3.460000,17.370000,"CC","FreeLocal","Standard",42.520000,2,"T",21.680000,0,"Income_Group_4","Both"
886,"F","M",1,34555.000000,"N",23.000000,0.000000,8.840000,"CH","FreeLocal","Standard",34.610000,4,"T",25.770000,0,"Income_Group_2","Domestic"
887,"F","M",2,11234.700000,"Y",49.046667,0.000000,112.720000,"CC","Budget","Standard",113.420000,2,"F",0.690000,0,"Income_Group_1","Domestic"
889,"F","M",2,36660.900000,"Y",39.960000,0.000000,3.360000,"CH","Budget","Intnl_discount",3.360000,3,"F",0.000000,1,"Income_Group_2","Domestic"
891,"F","M",2,68462.800000,"N",34.400000,5.930000,60.510000,"CC","FreeLocal","Standard",90.840000,1,"F",24.390000,0,"Income_Group_3","Both"
894,"F","M",2,72841.300000,"N",47.020000,0.000000,72.160000,"CC","Budget","Standard",82.530000,2,"F",10.360000,0,"Income_Group_4","Domestic"
895,"F","M",2,63670.800000,"Y",46.146667,0.000000,51.470000,"Auto","FreeLocal","Standard",78.870000,3,"F",27.390000,0,"Income_Group_3","Domestic"
896,"M","S",0,80000.000000,"N",41.000000,5.240000,35.730000,"CC","Budget","Standard",70.700000,3,"T",29.730000,0,"Income_Group_4","Both"
897,"F","S",1,83287.000000,"Y",47.000000,0.000000,100.080000,"Auto","Budget","Standard",120.530000,3,"F",20.440000,3,"Income_Group_4","Domestic"
898,"M","M",0,12387.600000,"N",56.173333,0.000000,65.930000,"Auto","FreeLocal","Standard",93.850000,2,"F",2.000000,2,"Income_Group_1","Domestic"
900,"F","M",1,82931.300000,"N",64.640000,0.000000,118.000000,"Auto","FreeLocal","Standard",137.250000,1,"F",19.240000,5,"Income_Group_4","Domestic"
901,"F","M",2,57483.900000,"N",44.026667,0.000000,27.290000,"CH","Budget","Standard",44.300000,3,"F",17.010000,0,"Income_Group_3","Domestic"
903,"F","S",2,21274.000000,"N",45.526667,0.000000,32.430000,"Auto","FreeLocal","Standard",43.310000,4,"T",10.870000,0,"Income_Group_1","Domestic"
904,"F","M",2,28267.000000,"N",30.093333,0.000000,192.530000,"CC","FreeLocal","Standard",214.410000,2,"F",21.870000,0,"Income_Group_2","Domestic"
906,"F","M",2,36725.100000,"N",55.793333,9.220000,77.000000,"CH","Budget","Standard",94.880000,3,"F",8.650000,2,"Income_Group_2","Both"
910,"M","S",1,94188.300000,"N",57.546667,0.860000,19.780000,"CC","Budget","Standard",41.510000,4,"T",20.860000,6,"Income_Group_4","Both"
913,"F","M",2,91861.000000,"Y",41.980000,0.000000,6.740000,"CC","Budget","Standard",22.060000,2,"F",15.320000,1,"Income_Group_4","Domestic"
916,"F","S",1,12374.900000,"Y",33.493333,0.000000,106.100000,"Auto","FreeLocal","Standard",123.590000,1,"T",17.490000,1,"Income_Group_1","Domestic"
917,"F","M",2,69133.900000,"Y",26.833333,0.000000,37.730000,"CH","FreeLocal","Standard",46.320000,1,"T",8.580000,1,"Income_Group_3","Domestic"
919,"F","M",2,84948.000000,"Y",29.446667,0.000000,12.580000,"CH","FreeLocal","Intnl_discount",23.730000,3,"F",11.140000,2,"Income_Group_4","Domestic"
920,"F","M",2,30998.800000,"N",40.960000,0.000000,50.500000,"Auto","Budget","Standard",52.910000,3,"F",2.400000,1,"Income_Group_2","Domestic"
926,"M","D",1,21416.500000,"N",35.653333,9.170000,8.530000,"CC","FreeLocal","Intnl_discount",27.610000,2,"F",9.900000,1,"Income_Group_1","Both"
930,"M","S",1,78554.200000,"N",16.700000,7.260000,23.030000,"Auto","Budget","Standard",35.880000,2,"F",5.590000,8,"Income_Group_4","Both"
931,"M","S",1,3960.500000,"N",14.693333,0.000000,66.350000,"Auto","FreeLocal","Standard",96.130000,2,"T",29.780000,1,"Income_Group_1","Domestic"
933,"M","M",0,60101.100000,"Y",63.766667,6.110000,124.140000,"CH","FreeLocal","Standard",157.960000,2,"T",27.700000,4,"Income_Group_3","Both"
934,"F","M",2,38215.900000,"N",30.886667,0.000000,0.970000,"Auto","Budget","Standard",0.970000,4,"F",0.000000,1,"Income_Group_2","Domestic"
935,"F","M",1,13829.400000,"N",20.000000,0.000000,160.420000,"CC","FreeLocal","Standard",176.610000,1,"T",29.000000,3,"Income_Group_1","Domestic"
936,"F","M",2,49745.300000,"N",47.966667,0.000000,24.440000,"CH","Budget","Intnl_discount",27.280000,2,"F",2.840000,2,"Income_Group_3","Domestic"
938,"F","M",2,88427.000000,"N",13.860000,4.160000,43.340000,"CC","Budget","Standard",69.970000,2,"F",22.460000,5,"Income_Group_4","Both"
939,"F","M",2,98003.700000,"Y",26.273333,0.000000,83.390000,"CC","FreeLocal","Intnl_discount",84.420000,3,"F",1.030000,0,"Income_Group_5","Domestic"
940,"M","S",0,89142.700000,"N",53.693333,8.130000,5.010000,"CC","Budget","Intnl_discount",16.910000,4,"T",3.760000,0,"Income_Group_4","Both"
941,"F","S",0,74530.800000,"N",63.086667,0.490000,106.500000,"Auto","FreeLocal","Intnl_discount",127.890000,3,"F",20.890000,0,"Income_Group_4","Both"
943,"F","S",0,40120.000000,"N",22.000000,0.000000,262.910000,"CC","Budget","Standard",265.780000,3,"T",30.000000,2,"Income_Group_2","Domestic"
948,"F","M",2,76289.200000,"N",48.206667,0.000000,82.430000,"CC","Budget","Intnl_discount",104.630000,3,"F",22.200000,6,"Income_Group_4","Domestic"
950,"M","M",1,66931.900000,"N",63.933333,0.390000,5.350000,"CC","Budget","Standard",17.460000,3,"T",11.720000,1,"Income_Group_3","Both"
951,"F","D",0,40120.000000,"Y",21.000000,0.000000,99.730000,"CC","FreeLocal","Standard",108.300000,2,"T",40.000000,1,"Income_Group_2","Domestic"
952,"F","M",1,40120.000000,"N",22.000000,0.000000,26.780000,"Auto","FreeLocal","Intnl_discount",48.080000,4,"T",26.000000,1,"Income_Group_2","Domestic"
953,"F","S",0,40120.000000,"N",24.000000,0.000000,154.770000,"CC","Budget","Intnl_discount",168.280000,3,"T",27.000000,2,"Income_Group_2","Domestic"
954,"F","S",0,40120.000000,"N",24.000000,0.000000,61.440000,"CC","Budget","Standard",65.790000,2,"T",26.000000,1,"Income_Group_2","Domestic"
955,"F","S",2,42000.000000,"N",23.000000,0.000000,35.730000,"Auto","Budget","Standard",41.780000,4,"T",33.000000,1,"Income_Group_2","Domestic"
956,"F","S",0,40120.000000,"N",20.000000,0.000000,9.510000,"Auto","Budget","Intnl_discount",23.520000,4,"T",33.000000,8,"Income_Group_2","Domestic"
957,"F","S",2,40120.000000,"N",22.000000,2.220000,38.180000,"CC","FreeLocal","Standard",62.950000,2,"T",37.000000,1,"Income_Group_2","Both"
958,"F","S",1,40120.000000,"N",21.000000,0.000000,106.300000,"CC","Budget","Standard",134.750000,1,"T",28.450000,2,"Income_Group_2","Domestic"
962,"F","M",2,90271.600000,"N",44.926667,0.000000,96.430000,"CC","FreeLocal","Standard",110.400000,1,"F",13.960000,1,"Income_Group_4","Domestic"
967,"F","M",2,64816.600000,"Y",31.126667,0.000000,6.870000,"CC","Budget","Standard",27.870000,4,"F",21.000000,0,"Income_Group_3","Domestic"
968,"F","M",2,98217.100000,"N",44.980000,0.000000,13.240000,"CC","FreeLocal","Standard",42.740000,4,"F",29.490000,0,"Income_Group_5","Domestic"
970,"F","S",1,2929.130000,"N",53.506667,0.000000,88.230000,"CH","Budget","Intnl_discount",102.230000,1,"T",14.000000,0,"Income_Group_1","Domestic"
972,"F","M",2,41876.600000,"Y",44.093333,0.000000,132.650000,"CC","FreeLocal","Standard",139.440000,4,"F",6.780000,0,"Income_Group_2","Domestic"
973,"M","M",0,96223.400000,"Y",64.760000,0.630000,5.730000,"CC","FreeLocal","Standard",18.180000,3,"T",11.810000,0,"Income_Group_5","Both"
974,"F","S",0,15989.300000,"N",61.693333,0.000000,25.490000,"CC","Budget","Intnl_discount",29.170000,3,"T",3.670000,1,"Income_Group_1","Domestic"
975,"M","M",0,69168.400000,"Y",62.426667,6.010000,214.730000,"CC","Budget","Standard",234.910000,3,"T",14.160000,0,"Income_Group_3","Both"
976,"M","M",1,92148.500000,"Y",38.000000,0.000000,100.900000,"CC","Budget","Intnl_discount",113.680000,2,"F",2.000000,0,"Income_Group_4","Domestic"
977,"M","M",0,96681.000000,"Y",19.760000,7.660000,40.920000,"CC","Budget","Standard",73.760000,2,"F",2.000000,0,"Income_Group_5","Both"
978,"M","S",0,62705.900000,"Y",39.000000,0.000000,6.810000,"CC","FreeLocal","Intnl_discount",33.440000,2,"F",2.000000,0,"Income_Group_3","Domestic"
979,"M","S",0,80221.200000,"N",29.026667,0.000000,49.560000,"Auto","FreeLocal","Standard",50.480000,2,"F",2.000000,0,"Income_Group_4","Domestic"
980,"M","S",0,84479.200000,"N",28.000000,0.000000,43.010000,"CC","FreeLocal","Standard",56.230000,2,"F",2.000000,0,"Income_Group_4","Domestic"
981,"F","M",2,64977.400000,"N",38.193333,0.000000,17.660000,"CC","FreeLocal","Standard",45.770000,3,"F",28.110000,1,"Income_Group_3","Domestic"
982,"F","M",0,77994.000000,"N",50.553333,0.000000,89.620000,"CH","FreeLocal","Standard",102.020000,1,"T",12.400000,0,"Income_Group_4","Domestic"
983,"M","M",2,90103.700000,"N",34.946667,8.870000,45.340000,"CC","Budget","Intnl_discount",66.450000,4,"F",12.230000,0,"Income_Group_4","Both"
984,"F","M",0,59008.400000,"Y",30.180000,0.000000,18.730000,"CC","Budget","Standard",31.590000,1,"T",12.860000,0,"Income_Group_3","Domestic"
985,"M","M",2,5265.350000,"N",52.873333,5.300000,23.460000,"Auto","Budget","Intnl_discount",31.100000,3,"F",2.330000,0,"Income_Group_1","Both"
986,"M","S",1,84978.100000,"N",21.640000,7.680000,76.070000,"CH","FreeLocal","Intnl_discount",88.790000,2,"F",5.030000,0,"Income_Group_4","Both"
987,"F","M",2,36647.900000,"N",49.986667,0.000000,85.960000,"CC","Budget","Intnl_discount",107.380000,4,"F",21.410000,0,"Income_Group_2","Domestic"
988,"F","S",0,64319.200000,"N",41.226667,0.000000,37.150000,"CH","Budget","Intnl_discount",40.160000,1,"T",3.010000,0,"Income_Group_3","Domestic"
989,"F","S",1,73338.000000,"N",48.246667,0.000000,9.010000,"Auto","Budget","Intnl_discount",29.930000,2,"F",20.920000,0,"Income_Group_4","Domestic"
990,"F","S",0,433.740000,"N",60.746667,0.000000,40.910000,"CC","FreeLocal","Standard",44.220000,2,"T",3.300000,0,"Income_Group_1","Domestic"
993,"M","M",2,10708.300000,"N",26.026667,4.850000,117.260000,"CH","Budget","Intnl_discount",142.950000,1,"F",20.830000,0,"Income_Group_1","Both"
996,"F","M",0,2031.610000,"N",20.300000,0.000000,87.400000,"CC","Budget","Standard",109.040000,1,"T",21.640000,1,"Income_Group_1","Domestic"
1000,"F","S",2,16938.500000,"N",52.000000,0.000000,8.760000,"CH","FreeLocal","Standard",22.110000,3,"F",13.350000,1,"Income_Group_1","Domestic"
1003,"F","M",0,55221.000000,"N",43.000000,0.000000,15.200000,"CC","FreeLocal","Standard",15.690000,1,"F",0.490000,8,"Income_Group_3","Domestic"
1004,"F","M",1,8073.110000,"N",46.000000,0.000000,60.350000,"Auto","FreeLocal","Standard",89.050000,4,"F",28.700000,1,"Income_Group_1","Domestic"
1005,"M","M",0,95448.600000,"Y",53.680000,0.000000,5.210000,"CH","Budget","Standard",29.460000,4,"F",24.240000,2,"Income_Group_4","Domestic"
1006,"M","S",1,24141.500000,"Y",17.006667,0.000000,97.050000,"CC","FreeLocal","Standard",125.870000,1,"T",28.820000,1,"Income_Group_2","Domestic"
1007,"M","S",2,63152.600000,"Y",63.173333,0.000000,40.070000,"CC","Budget","Intnl_discount",70.010000,1,"F",29.930000,0,"Income_Group_3","Domestic"
1008,"M","S",1,31952.000000,"N",34.266667,0.000000,4.870000,"CC","Budget","Standard",4.870000,2,"F",0.000000,2,"Income_Group_2","Domestic"
1009,"M","S",2,72084.700000,"N",55.640000,0.000000,9.020000,"CC","Budget","Intnl_discount",38.130000,2,"F",29.110000,0,"Income_Group_4","Domestic"
1010,"F","S",0,42760.500000,"N",47.000000,0.000000,40.230000,"CC","Budget","Standard",53.700000,4,"F",13.470000,0,"Income_Group_2","Domestic"
1011,"F","S",1,49072.000000,"N",48.000000,0.000000,10.740000,"Auto","Budget","Intnl_discount",34.250000,3,"F",23.500000,0,"Income_Group_3","Domestic"
1012,"F","M",0,27371.800000,"Y",52.646667,0.000000,126.550000,"CC","FreeLocal","Standard",142.700000,3,"F",16.140000,0,"Income_Group_2","Domestic"
1016,"M","M",1,71472.900000,"N",41.913333,0.000000,114.200000,"CH","Budget","Standard",130.220000,1,"T",16.020000,0,"Income_Group_3","Domestic"
1017,"F","M",0,95405.700000,"N",48.000000,0.000000,6.210000,"CC","Budget","Standard",13.960000,3,"F",7.740000,0,"Income_Group_4","Domestic"
1018,"F","S",0,95786.800000,"Y",52.646667,0.000000,87.460000,"CC","Budget","Standard",108.790000,1,"F",21.330000,0,"Income_Group_4","Domestic"
1020,"M","S",0,90321.600000,"N",55.113333,0.000000,11.520000,"CC","FreeLocal","Intnl_discount",12.390000,3,"T",0.870000,0,"Income_Group_4","Domestic"
1021,"M","D",1,90478.600000,"N",54.553333,0.000000,136.470000,"CC","FreeLocal","Standard",154.490000,4,"T",18.020000,0,"Income_Group_4","Domestic"
1022,"F","M",2,56187.000000,"N",43.000000,0.000000,13.740000,"CH","Budget","Standard",21.830000,3,"F",8.090000,0,"Income_Group_3","Domestic"
1023,"M","M",1,28313.100000,"N",20.893333,0.000000,6.740000,"CC","Budget","Standard",13.630000,2,"F",6.890000,0,"Income_Group_2","Domestic"
1025,"F","S",1,41000.000000,"N",24.393333,0.000000,206.080000,"CC","Budget","Intnl_discount",229.640000,2,"T",23.560000,2,"Income_Group_2","Domestic"
1030,"M","M",2,29616.000000,"N",49.426667,0.000000,45.500000,"CH","FreeLocal","Standard",75.290000,4,"F",29.780000,6,"Income_Group_2","Domestic"
1032,"M","M",0,19732.800000,"N",50.673333,0.000000,22.440000,"CC","FreeLocal","Standard",47.250000,1,"F",24.810000,1,"Income_Group_1","Domestic"
1035,"M","S",2,96.330000,"N",56.473333,0.000000,32.880000,"CC","Budget","Standard",59.010000,3,"F",26.130000,2,"Income_Group_1","Domestic"
1038,"F","M",2,52004.800000,"N",25.140000,0.000000,23.110000,"CH","Budget","Intnl_discount",28.140000,2,"F",5.030000,1,"Income_Group_3","Domestic"
1041,"M","M",2,53010.800000,"N",18.840000,0.000000,46.420000,"CC","FreeLocal","Standard",58.870000,4,"F",12.450000,6,"Income_Group_3","Domestic"
1042,"M","M",0,75004.500000,"N",64.800000,0.000000,32.190000,"CC","Budget","Intnl_discount",58.720000,1,"F",26.520000,1,"Income_Group_4","Domestic"
1045,"M","M",0,19749.300000,"N",60.366667,0.000000,13.940000,"CC","Budget","Standard",34.170000,2,"F",20.220000,1,"Income_Group_1","Domestic"
1046,"M","S",1,57626.900000,"Y",43.906667,0.000000,38.960000,"CC","Budget","Standard",48.350000,1,"F",9.380000,8,"Income_Group_3","Domestic"
1047,"M","M",2,20078.000000,"N",32.846667,0.000000,6.330000,"CC","Budget","Intnl_discount",15.980000,1,"F",9.650000,1,"Income_Group_1","Domestic"
1048,"F","M",2,47902.000000,"N",26.033333,4.940000,49.920000,"Auto","FreeLocal","Standard",72.310000,3,"F",17.440000,3,"Income_Group_2","Both"
1053,"M","M",1,7545.960000,"Y",16.753333,0.000000,178.360000,"CC","Budget","Standard",200.750000,2,"T",22.390000,1,"Income_Group_1","Domestic"
1059,"F","S",0,78851.300000,"N",48.373333,0.000000,28.660000,"CC","FreeLocal","Standard",29.040000,3,"F",0.370000,0,"Income_Group_4","Domestic"
1060,"F","S",1,17540.700000,"Y",62.786667,0.570000,13.450000,"Auto","Budget","Standard",36.200000,1,"T",22.170000,0,"Income_Group_1","Both"
1061,"F","M",0,83891.900000,"Y",61.020000,0.000000,45.470000,"CH","Budget","Standard",74.400000,4,"T",28.920000,0,"Income_Group_4","Domestic"
1062,"F","M",2,28220.800000,"N",38.766667,0.000000,12.460000,"CC","FreeLocal","Standard",38.950000,4,"T",26.490000,0,"Income_Group_2","Domestic"
1064,"F","S",0,28589.100000,"N",15.600000,0.000000,87.090000,"CC","FreeLocal","Standard",100.280000,1,"T",13.190000,0,"Income_Group_2","Domestic"
1066,"F","M",2,5237.630000,"N",48.753333,8.050000,56.640000,"CC","Budget","Standard",78.020000,3,"F",13.320000,0,"Income_Group_1","Both"
1069,"M","S",2,89459.900000,"N",53.280000,1.610000,22.900000,"CC","FreeLocal","Standard",36.050000,2,"T",11.540000,0,"Income_Group_4","Both"
1072,"F","S",1,13576.500000,"N",39.426667,0.000000,25.660000,"CC","Budget","Standard",40.490000,4,"T",14.830000,0,"Income_Group_1","Domestic"
1073,"F","S",0,81710.900000,"N",58.540000,0.000000,15.460000,"CC","FreeLocal","Standard",36.420000,4,"F",20.950000,1,"Income_Group_4","Domestic"
1076,"F","M",2,67388.000000,"N",53.120000,0.500000,91.040000,"CC","Budget","Standard",96.330000,4,"T",4.790000,1,"Income_Group_3","Both"
1077,"F","M",1,57063.000000,"Y",52.333333,0.000000,81.300000,"CH","Budget","Standard",98.100000,4,"F",16.790000,0,"Income_Group_3","Domestic"
1078,"F","M",2,84166.100000,"N",54.013333,0.000000,11.740000,"CC","Budget","Standard",15.020000,1,"T",3.280000,1,"Income_Group_4","Domestic"
1079,"F","S",0,45612.900000,"N",14.300000,0.000000,311.290000,"CC","Budget","Standard",323.820000,4,"F",12.530000,1,"Income_Group_2","Domestic"
1084,"F","S",1,7737.940000,"N",42.666667,0.000000,50.840000,"CC","FreeLocal","Standard",61.900000,4,"T",11.050000,0,"Income_Group_1","Domestic"
1085,"M","S",2,120000.000000,"N",42.000000,0.000000,293.240000,"CH","Budget","Standard",314.620000,2,"T",21.370000,0,"Income_Group_5","Domestic"
1086,"F","M",2,45287.600000,"Y",29.026667,0.000000,2.970000,"CC","Budget","Standard",2.970000,2,"F",0.000000,0,"Income_Group_2","Domestic"
1087,"F","M",2,59613.100000,"N",34.320000,0.000000,163.410000,"CC","Budget","Intnl_discount",175.780000,4,"T",12.370000,0,"Income_Group_3","Domestic"
1089,"F","S",1,16326.700000,"N",50.613333,0.000000,1.340000,"CC","FreeLocal","Intnl_discount",1.340000,2,"T",0.000000,0,"Income_Group_1","Domestic"
