Customer ID,Gender,Affinity,Annual Spend,Loyalty Program Member,Response Channel,CLV,Offer,Offername,response,Revenue,CostToServe,$S-Offername-1,$SC-Offername-1,$S-Offername-2,$SC-Offername-2,$S-Offername-3,$SC-Offername-3
78139.000000,"M","Men's Sportswear",485.580000,"NO","Email",48557.800000,3.000000,"Dress sale - 30 percent off",0.000000,418.380000,109.530000,"Anastasia Beverly Hills",0.424843,"Home Closeout",0.386725,"Free shipping on orders over $49",0.320282
78302.000000,"M","Women's Shoes",326.840000,"YES","Mobile",32684.100000,3.000000,"Dress sale - 30 percent off",0.000000,272.910000,95.610000,"Discount of Womens Active Shoes",0.390981,"Johnston and Murphy",0.303711,"Home Closeout",0.298730
78363.000000,"M","Women's Shoes",494.130000,"YES","Mobile",49413.200000,3.000000,"Dress sale - 30 percent off",0.000000,234.420000,69.040000,"Home Closeout",0.372658,"Free shipping on orders over $49",0.369141,"Johnston and Murphy",0.324808
78428.000000,"F","Women's Shoes",123.790000,"YES","Mobile",12379.400000,3.000000,"Dress sale - 30 percent off",0.000000,406.600000,75.370000,"Discount of Womens Active Shoes",0.350554,"Anastasia Beverly Hills",0.315367,"Dress sale - 30 percent off",0.273097
78598.000000,"M","Women's Shoes",486.570000,"NO","Email",48657.300000,3.000000,"Dress sale - 30 percent off",0.000000,277.660000,68.780000,"Anastasia Beverly Hills",0.431853,"Free shipping on orders over $49",0.394027,"Home Closeout",0.392098
78626.000000,"M","Women's Career",330.970000,"NO","Email",33097.100000,3.000000,"Dress sale - 30 percent off",0.000000,354.160000,66.790000,"Anastasia Beverly Hills",0.336299,"Free shipping on orders over $49",0.332606,"Discount of Womens Active Shoes",0.298924
78639.000000,"M","Men's Career",320.690000,"NO","Email",32069.100000,3.000000,"Dress sale - 30 percent off",0.000000,443.430000,62.200000,"Anastasia Beverly Hills",0.324390,"Womens Sweater Sale",0.290657,"Johnston and Murphy",0.285629
78967.000000,"M","Men's Casual",361.660000,"YES","Direct Mail",36166.000000,3.000000,"Dress sale - 30 percent off",0.000000,391.450000,83.770000,"Anastasia Beverly Hills",0.385388,"Home Closeout",0.303728,"Discount of Womens Active Shoes",0.263858
79001.000000,"F","Women's Career",385.520000,"YES","Mobile",38551.600000,3.000000,"Dress sale - 30 percent off",0.000000,578.820000,106.080000,"Anastasia Beverly Hills",0.453265,"Dress sale - 30 percent off",0.319640,"Womens Sweater Sale",0.272935
79305.000000,"F","Men's Casual",186.380000,"NO","Direct Mail",18638.100000,3.000000,"Dress sale - 30 percent off",0.000000,444.120000,103.750000,"Home Closeout",0.294253,"Anastasia Beverly Hills",0.293039,"Lancome Gift with Purchase",0.263725
79384.000000,"F","Men's Sportswear",224.560000,"NO","Mobile",22456.300000,3.000000,"Dress sale - 30 percent off",0.000000,497.950000,39.520000,"Anastasia Beverly Hills",0.453286,"Shoe and Handbag sale",0.358757,"Dress sale - 30 percent off",0.347919
79446.000000,"M","Women's Sportwear",182.450000,"YES","Email",18245.100000,3.000000,"Dress sale - 30 percent off",0.000000,472.250000,36.160000,"Home Closeout",0.506896,"Shoe and Handbag sale",0.433877,"Dress sale - 30 percent off",0.271738
79535.000000,"F","Women's Shoes",370.480000,"NO","Mobile",37048.000000,3.000000,"Dress sale - 30 percent off",0.000000,358.580000,69.290000,"Anastasia Beverly Hills",0.524222,"Free shipping on orders over $49",0.351553,"Dress sale - 30 percent off",0.262647
79577.000000,"F","Home goods",412.510000,"YES","Mobile",41251.400000,3.000000,"Dress sale - 30 percent off",0.000000,286.020000,91.100000,"Johnston and Murphy",0.383869,"Anastasia Beverly Hills",0.368511,"Shoe and Handbag sale",0.340166
79632.000000,"M","Women's Shoes",125.360000,"NO","Mobile",12536.200000,3.000000,"Dress sale - 30 percent off",0.000000,301.300000,31.520000,"Anastasia Beverly Hills",0.370230,"Home Closeout",0.310342,"Discount of Womens Active Shoes",0.277754
79875.000000,"F","Women's Shoes",100.840000,"NO","Direct Mail",10084.400000,3.000000,"Dress sale - 30 percent off",0.000000,349.500000,88.300000,"Anastasia Beverly Hills",0.386304,"Home Closeout",0.348759,"Discount of Womens Active Shoes",0.246528
80137.000000,"F","Women's Shoes",128.470000,"NO","Email",12847.000000,3.000000,"Dress sale - 30 percent off",0.000000,378.930000,59.770000,"Anastasia Beverly Hills",0.385759,"Discount of Womens Active Shoes",0.384143,"Dress sale - 30 percent off",0.281529
80198.000000,"F","Men's Casual",342.670000,"NO","Mobile",34267.000000,3.000000,"Dress sale - 30 percent off",0.000000,634.700000,54.460000,"Anastasia Beverly Hills",0.568732,"Free shipping on orders over $49",0.289034,"Discount of Womens Active Shoes",0.251548
80297.000000,"F","Women's Shoes",372.750000,"NO","Direct Mail",37274.600000,3.000000,"Dress sale - 30 percent off",0.000000,424.070000,68.290000,"Anastasia Beverly Hills",0.458838,"Free shipping on orders over $49",0.298165,"Discount of Womens Active Shoes",0.297639
80438.000000,"M","Women's Sportwear",158.350000,"NO","Mobile",15834.700000,3.000000,"Dress sale - 30 percent off",0.000000,485.390000,48.120000,"Anastasia Beverly Hills",0.501521,"Home Closeout",0.272623,"Lancome Gift with Purchase",0.237107
80578.000000,"F","Women's Sportwear",306.870000,"YES","Mobile",30686.700000,3.000000,"Dress sale - 30 percent off",0.000000,276.260000,84.900000,"Johnston and Murphy",0.376596,"Free shipping on orders over $49",0.344118,"Discount of Womens Active Shoes",0.318309
80728.000000,"F","Men's Casual",212.650000,"YES","Email",21264.800000,3.000000,"Dress sale - 30 percent off",0.000000,283.540000,70.040000,"Discount of Womens Active Shoes",0.383228,"Shoe and Handbag sale",0.336034,"Lancome Gift with Purchase",0.335426
80869.000000,"F","Home goods",100.450000,"YES","Mobile",10045.400000,3.000000,"Dress sale - 30 percent off",0.000000,357.770000,57.750000,"Discount of Womens Active Shoes",0.388543,"Dress sale - 30 percent off",0.305280,"Lancome Gift with Purchase",0.262284
81034.000000,"M","Women's Career",209.510000,"YES","Direct Mail",20951.100000,3.000000,"Dress sale - 30 percent off",0.000000,222.720000,50.420000,"Discount of Womens Active Shoes",0.509005,"Shoe and Handbag sale",0.324285,"Womens Sweater Sale",0.241913
81616.000000,"F","Men's Sportswear",438.690000,"YES","Mobile",43868.900000,3.000000,"Dress sale - 30 percent off",0.000000,401.480000,85.080000,"Free shipping on orders over $49",0.329140,"Anastasia Beverly Hills",0.326568,"Discount of Womens Active Shoes",0.288497
81690.000000,"F","Women's Shoes",373.620000,"NO","Mobile",37361.700000,3.000000,"Dress sale - 30 percent off",0.000000,373.340000,58.070000,"Anastasia Beverly Hills",0.494313,"Discount of Womens Active Shoes",0.330703,"Dress sale - 30 percent off",0.305249
81836.000000,"M","Home goods",329.520000,"NO","Direct Mail",32952.100000,3.000000,"Dress sale - 30 percent off",0.000000,262.170000,94.810000,"Johnston and Murphy",0.410456,"Discount of Womens Active Shoes",0.352353,"Home Closeout",0.344155
82096.000000,"M","Women's Shoes",445.390000,"NO","Email",44539.100000,3.000000,"Dress sale - 30 percent off",0.000000,244.510000,74.970000,"Free shipping on orders over $49",0.363069,"Anastasia Beverly Hills",0.355463,"Home Closeout",0.329824
82173.000000,"F","Women's Career",157.510000,"NO","Email",15751.100000,3.000000,"Dress sale - 30 percent off",0.000000,315.060000,62.960000,"Anastasia Beverly Hills",0.616967,"Shoe and Handbag sale",0.271351,"Free shipping on orders over $49",0.240774
82419.000000,"F","Women's Shoes",197.260000,"YES","Direct Mail",19725.500000,3.000000,"Dress sale - 30 percent off",0.000000,356.740000,57.110000,"Discount of Womens Active Shoes",0.474882,"Lancome Gift with Purchase",0.289985,"Shoe and Handbag sale",0.267357
82558.000000,"F","Women's Shoes",101.070000,"YES","Mobile",10107.400000,3.000000,"Dress sale - 30 percent off",0.000000,391.720000,98.390000,"Discount of Womens Active Shoes",0.431834,"Anastasia Beverly Hills",0.272493,"Dress sale - 30 percent off",0.253567
82796.000000,"F","Home goods",185.930000,"YES","Mobile",18593.400000,3.000000,"Dress sale - 30 percent off",0.000000,324.200000,48.430000,"Discount of Womens Active Shoes",0.416243,"Lancome Gift with Purchase",0.362122,"Johnston and Murphy",0.296419
82801.000000,"M","Home goods",425.440000,"NO","Mobile",42543.900000,3.000000,"Dress sale - 30 percent off",0.000000,598.590000,88.350000,"Home Closeout",0.462016,"Anastasia Beverly Hills",0.355177,"Free shipping on orders over $49",0.336982
82901.000000,"F","Men's Sportswear",398.340000,"NO","Email",39834.300000,3.000000,"Dress sale - 30 percent off",0.000000,267.780000,68.170000,"Anastasia Beverly Hills",0.547395,"Shoe and Handbag sale",0.306229,"Dress sale - 30 percent off",0.288477
83003.000000,"F","Women's Shoes",492.500000,"YES","Direct Mail",49249.800000,3.000000,"Dress sale - 30 percent off",0.000000,361.900000,56.580000,"Free shipping on orders over $49",0.389805,"Discount of Womens Active Shoes",0.350264,"Johnston and Murphy",0.332637
83071.000000,"M","Women's Sportwear",298.540000,"YES","Email",29853.600000,3.000000,"Dress sale - 30 percent off",0.000000,457.330000,79.540000,"Home Closeout",0.423775,"Shoe and Handbag sale",0.316347,"Anastasia Beverly Hills",0.275789
83102.000000,"M","Men's Casual",480.080000,"YES","Email",48007.700000,3.000000,"Dress sale - 30 percent off",0.000000,429.410000,91.130000,"Anastasia Beverly Hills",0.356011,"Lancome Gift with Purchase",0.337732,"Home Closeout",0.296627
83127.000000,"M","Home goods",412.910000,"NO","Direct Mail",41290.500000,3.000000,"Dress sale - 30 percent off",0.000000,342.090000,65.140000,"Johnston and Murphy",0.383348,"Anastasia Beverly Hills",0.372269,"Home Closeout",0.306236
83338.000000,"M","Men's Career",262.060000,"NO","Email",26206.100000,3.000000,"Dress sale - 30 percent off",0.000000,397.820000,106.320000,"Anastasia Beverly Hills",0.405882,"Shoe and Handbag sale",0.286247,"Home Closeout",0.261257
83340.000000,"F","Women's Career",271.360000,"YES","Email",27135.800000,3.000000,"Dress sale - 30 percent off",0.000000,371.290000,78.660000,"Shoe and Handbag sale",0.515403,"Anastasia Beverly Hills",0.356622,"Dress sale - 30 percent off",0.290883
83439.000000,"F","Women's Shoes",334.980000,"YES","Mobile",33497.500000,3.000000,"Dress sale - 30 percent off",0.000000,583.750000,51.270000,"Discount of Womens Active Shoes",0.449049,"Dress sale - 30 percent off",0.406912,"Womens Sweater Sale",0.312780
83500.000000,"M","Home goods",492.510000,"YES","Mobile",49250.500000,3.000000,"Dress sale - 30 percent off",0.000000,414.790000,61.920000,"Discount of Womens Active Shoes",0.339565,"Lancome Gift with Purchase",0.333140,"Home Closeout",0.320725
83523.000000,"M","Women's Sportwear",458.040000,"NO","Email",45803.700000,3.000000,"Dress sale - 30 percent off",0.000000,343.580000,66.700000,"Free shipping on orders over $49",0.390632,"Home Closeout",0.351215,"Anastasia Beverly Hills",0.341601
83536.000000,"F","Men's Career",319.370000,"NO","Email",31936.800000,3.000000,"Dress sale - 30 percent off",0.000000,226.120000,43.060000,"Johnston and Murphy",0.416894,"Dress sale - 30 percent off",0.349007,"Anastasia Beverly Hills",0.346298
83650.000000,"F","Men's Career",335.580000,"YES","Email",33558.400000,3.000000,"Dress sale - 30 percent off",0.000000,345.880000,107.020000,"Johnston and Murphy",0.375545,"Discount of Womens Active Shoes",0.339805,"Womens Sweater Sale",0.298815
83883.000000,"F","Women's Shoes",230.340000,"YES","Mobile",23034.000000,3.000000,"Dress sale - 30 percent off",0.000000,425.410000,98.610000,"Johnston and Murphy",0.319111,"Dress sale - 30 percent off",0.304000,"Anastasia Beverly Hills",0.302099
84033.000000,"F","Women's Sportwear",434.200000,"YES","Email",43420.000000,3.000000,"Dress sale - 30 percent off",0.000000,430.340000,86.710000,"Free shipping on orders over $49",0.366625,"Lancome Gift with Purchase",0.303896,"Shoe and Handbag sale",0.293992
84042.000000,"M","Women's Sportwear",181.850000,"NO","Email",18184.900000,3.000000,"Dress sale - 30 percent off",0.000000,342.170000,101.780000,"Home Closeout",0.362935,"Lancome Gift with Purchase",0.339277,"Discount of Womens Active Shoes",0.297566
84148.000000,"F","Men's Career",491.790000,"NO","Direct Mail",49179.100000,3.000000,"Dress sale - 30 percent off",0.000000,477.950000,57.860000,"Anastasia Beverly Hills",0.386745,"Johnston and Murphy",0.370778,"Free shipping on orders over $49",0.363794
84180.000000,"M","Women's Shoes",104.230000,"YES","Direct Mail",10423.300000,3.000000,"Dress sale - 30 percent off",0.000000,533.490000,58.080000,"Discount of Womens Active Shoes",0.414305,"Dress sale - 30 percent off",0.325960,"Home Closeout",0.315398
84497.000000,"F","Women's Sportwear",382.920000,"YES","Mobile",38291.900000,3.000000,"Dress sale - 30 percent off",0.000000,469.930000,79.320000,"Anastasia Beverly Hills",0.354862,"Johnston and Murphy",0.317482,"Dress sale - 30 percent off",0.302452
84605.000000,"F","Women's Sportwear",178.490000,"YES","Direct Mail",17849.400000,3.000000,"Dress sale - 30 percent off",0.000000,391.260000,74.440000,"Anastasia Beverly Hills",0.404702,"Lancome Gift with Purchase",0.291568,"Johnston and Murphy",0.239218
84756.000000,"M","Men's Sportswear",291.980000,"YES","Mobile",29198.100000,3.000000,"Dress sale - 30 percent off",0.000000,393.870000,75.070000,"Home Closeout",0.348186,"Anastasia Beverly Hills",0.329971,"Dress sale - 30 percent off",0.282485
84799.000000,"M","Women's Sportwear",313.190000,"YES","Mobile",31319.200000,3.000000,"Dress sale - 30 percent off",0.000000,438.100000,69.690000,"Discount of Womens Active Shoes",0.403169,"Dress sale - 30 percent off",0.303674,"Johnston and Murphy",0.290676
84902.000000,"M","Women's Sportwear",449.990000,"YES","Mobile",44999.100000,3.000000,"Dress sale - 30 percent off",0.000000,407.390000,65.840000,"Home Closeout",0.321612,"Free shipping on orders over $49",0.318714,"Discount of Womens Active Shoes",0.316874
84903.000000,"F","Men's Career",328.050000,"NO","Mobile",32805.300000,3.000000,"Dress sale - 30 percent off",0.000000,408.400000,89.970000,"Anastasia Beverly Hills",0.391584,"Johnston and Murphy",0.352062,"Womens Sweater Sale",0.284400
84937.000000,"F","Women's Shoes",248.080000,"NO","Direct Mail",24807.600000,3.000000,"Dress sale - 30 percent off",0.000000,316.010000,85.240000,"Anastasia Beverly Hills",0.414424,"Johnston and Murphy",0.360105,"Shoe and Handbag sale",0.274921
85081.000000,"F","Men's Sportswear",382.590000,"YES","Mobile",38258.600000,3.000000,"Dress sale - 30 percent off",0.000000,256.270000,65.140000,"Anastasia Beverly Hills",0.419737,"Johnston and Murphy",0.346112,"Dress sale - 30 percent off",0.319727
85182.000000,"M","Women's Shoes",119.200000,"NO","Mobile",11920.000000,3.000000,"Dress sale - 30 percent off",0.000000,347.300000,63.510000,"Anastasia Beverly Hills",0.376720,"Home Closeout",0.323368,"Discount of Womens Active Shoes",0.311318
85259.000000,"F","Home goods",409.300000,"YES","Mobile",40930.300000,3.000000,"Dress sale - 30 percent off",0.000000,389.650000,75.820000,"Johnston and Murphy",0.371582,"Anastasia Beverly Hills",0.339176,"Dress sale - 30 percent off",0.325806
85348.000000,"F","Women's Shoes",402.680000,"YES","Direct Mail",40267.700000,3.000000,"Dress sale - 30 percent off",0.000000,381.450000,95.500000,"Discount of Womens Active Shoes",0.312280,"Anastasia Beverly Hills",0.301377,"Johnston and Murphy",0.296763
85475.000000,"M","Women's Career",370.040000,"YES","Mobile",37003.700000,3.000000,"Dress sale - 30 percent off",0.000000,127.220000,84.070000,"Anastasia Beverly Hills",0.646731,"Free shipping on orders over $49",0.334485,"Dress sale - 30 percent off",0.306832
85585.000000,"F","Women's Career",364.260000,"YES","Mobile",36426.000000,3.000000,"Dress sale - 30 percent off",0.000000,301.730000,83.000000,"Anastasia Beverly Hills",0.422805,"Free shipping on orders over $49",0.362021,"Dress sale - 30 percent off",0.308876
85771.000000,"F","Home goods",100.460000,"NO","Mobile",10045.500000,3.000000,"Dress sale - 30 percent off",0.000000,342.750000,83.260000,"Anastasia Beverly Hills",0.372019,"Home Closeout",0.290892,"Lancome Gift with Purchase",0.286311
86044.000000,"M","Men's Career",305.430000,"NO","Mobile",30543.400000,3.000000,"Dress sale - 30 percent off",0.000000,345.760000,66.900000,"Johnston and Murphy",0.399765,"Anastasia Beverly Hills",0.341842,"Discount of Womens Active Shoes",0.278136
86217.000000,"M","Women's Sportwear",195.380000,"YES","Mobile",19537.800000,3.000000,"Dress sale - 30 percent off",0.000000,353.660000,58.580000,"Discount of Womens Active Shoes",0.400092,"Home Closeout",0.340913,"Lancome Gift with Purchase",0.326710
86331.000000,"M","Men's Career",454.520000,"NO","Mobile",45452.100000,3.000000,"Dress sale - 30 percent off",0.000000,468.280000,55.730000,"Anastasia Beverly Hills",0.353743,"Free shipping on orders over $49",0.306932,"Home Closeout",0.276365
86350.000000,"F","Men's Casual",121.840000,"NO","Mobile",12184.000000,3.000000,"Dress sale - 30 percent off",0.000000,434.790000,42.100000,"Anastasia Beverly Hills",0.438873,"Discount of Womens Active Shoes",0.350498,"Shoe and Handbag sale",0.303282
86612.000000,"M","Women's Career",297.840000,"YES","Mobile",29783.900000,3.000000,"Dress sale - 30 percent off",0.000000,343.670000,58.500000,"Anastasia Beverly Hills",0.303537,"Dress sale - 30 percent off",0.302781,"Shoe and Handbag sale",0.296199
86681.000000,"F","Men's Casual",150.000000,"NO","Direct Mail",15000.400000,3.000000,"Dress sale - 30 percent off",0.000000,285.770000,79.910000,"Anastasia Beverly Hills",0.612730,"Lancome Gift with Purchase",0.260682,"Shoe and Handbag sale",0.248123
86759.000000,"F","Men's Sportswear",484.570000,"NO","Mobile",48456.600000,3.000000,"Dress sale - 30 percent off",0.000000,461.300000,28.280000,"Anastasia Beverly Hills",0.423048,"Free shipping on orders over $49",0.401797,"Johnston and Murphy",0.398564
86983.000000,"F","Women's Sportwear",433.450000,"NO","Mobile",43344.600000,3.000000,"Dress sale - 30 percent off",0.000000,355.240000,90.660000,"Free shipping on orders over $49",0.438525,"Anastasia Beverly Hills",0.389429,"Home Closeout",0.288887
87101.000000,"M","Men's Sportswear",230.970000,"NO","Direct Mail",23097.400000,3.000000,"Dress sale - 30 percent off",0.000000,354.910000,84.120000,"Anastasia Beverly Hills",0.425447,"Home Closeout",0.343076,"Johnston and Murphy",0.295611
87250.000000,"F","Women's Shoes",390.230000,"YES","Mobile",39022.800000,3.000000,"Dress sale - 30 percent off",0.000000,362.950000,115.280000,"Discount of Womens Active Shoes",0.344276,"Johnston and Murphy",0.342973,"Anastasia Beverly Hills",0.333757
87450.000000,"F","Home goods",482.050000,"YES","Mobile",48205.300000,3.000000,"Dress sale - 30 percent off",0.000000,494.990000,103.370000,"Johnston and Murphy",0.426669,"Free shipping on orders over $49",0.340293,"Lancome Gift with Purchase",0.284369
87482.000000,"F","Women's Career",401.010000,"YES","Mobile",40101.000000,3.000000,"Dress sale - 30 percent off",0.000000,422.590000,71.360000,"Anastasia Beverly Hills",0.416084,"Shoe and Handbag sale",0.338677,"Dress sale - 30 percent off",0.325806
87703.000000,"M","Women's Shoes",277.090000,"NO","Email",27708.700000,3.000000,"Dress sale - 30 percent off",0.000000,371.950000,63.230000,"Anastasia Beverly Hills",0.403483,"Home Closeout",0.305758,"Shoe and Handbag sale",0.271134
87793.000000,"F","Women's Shoes",468.850000,"NO","Email",46884.500000,3.000000,"Dress sale - 30 percent off",0.000000,279.280000,90.790000,"Anastasia Beverly Hills",0.460563,"Free shipping on orders over $49",0.435914,"Johnston and Murphy",0.310798
87953.000000,"M","Men's Sportswear",162.100000,"YES","Mobile",16209.900000,3.000000,"Dress sale - 30 percent off",0.000000,528.060000,70.100000,"Anastasia Beverly Hills",0.549340,"Womens Sweater Sale",0.278493,"Home Closeout",0.235476
88019.000000,"M","Women's Career",473.610000,"YES","Direct Mail",47360.600000,3.000000,"Dress sale - 30 percent off",0.000000,370.390000,71.120000,"Free shipping on orders over $49",0.339228,"Discount of Womens Active Shoes",0.338273,"Home Closeout",0.311315
88359.000000,"F","Women's Shoes",230.210000,"YES","Mobile",23021.400000,3.000000,"Dress sale - 30 percent off",0.000000,413.010000,85.710000,"Anastasia Beverly Hills",0.352893,"Dress sale - 30 percent off",0.347352,"Johnston and Murphy",0.313984
88549.000000,"M","Home goods",375.930000,"NO","Mobile",37592.700000,3.000000,"Dress sale - 30 percent off",0.000000,103.430000,64.110000,"Anastasia Beverly Hills",0.669471,"Free shipping on orders over $49",0.300306,"Dress sale - 30 percent off",0.271562
88812.000000,"F","Men's Career",288.760000,"NO","Mobile",28876.100000,3.000000,"Dress sale - 30 percent off",0.000000,446.790000,96.050000,"Anastasia Beverly Hills",0.399954,"Johnston and Murphy",0.301049,"Womens Sweater Sale",0.292003
88886.000000,"M","Women's Sportwear",189.320000,"YES","Mobile",18932.000000,3.000000,"Dress sale - 30 percent off",0.000000,344.720000,91.500000,"Home Closeout",0.384879,"Lancome Gift with Purchase",0.374077,"Discount of Womens Active Shoes",0.299788
88972.000000,"M","Men's Career",318.550000,"NO","Email",31854.600000,3.000000,"Dress sale - 30 percent off",0.000000,399.100000,47.050000,"Discount of Womens Active Shoes",0.342154,"Anastasia Beverly Hills",0.327330,"Dress sale - 30 percent off",0.315295
89041.000000,"M","Women's Shoes",250.850000,"NO","Direct Mail",25085.000000,3.000000,"Dress sale - 30 percent off",0.000000,262.220000,51.430000,"Anastasia Beverly Hills",0.360183,"Johnston and Murphy",0.311297,"Dress sale - 30 percent off",0.296584
89106.000000,"F","Men's Casual",466.620000,"YES","Direct Mail",46662.000000,3.000000,"Dress sale - 30 percent off",0.000000,573.310000,90.060000,"Anastasia Beverly Hills",0.400334,"Lancome Gift with Purchase",0.379920,"Womens Sweater Sale",0.327888
89209.000000,"M","Women's Shoes",241.620000,"YES","Direct Mail",24162.100000,3.000000,"Dress sale - 30 percent off",0.000000,387.810000,63.830000,"Dress sale - 30 percent off",0.311440,"Johnston and Murphy",0.308651,"Anastasia Beverly Hills",0.280297
89233.000000,"F","Women's Shoes",376.840000,"YES","Mobile",37683.800000,3.000000,"Dress sale - 30 percent off",0.000000,401.430000,77.450000,"Anastasia Beverly Hills",0.399846,"Dress sale - 30 percent off",0.315012,"Discount of Womens Active Shoes",0.299833
89250.000000,"F","Women's Shoes",436.040000,"NO","Email",43604.200000,3.000000,"Dress sale - 30 percent off",0.000000,512.230000,74.410000,"Free shipping on orders over $49",0.386064,"Anastasia Beverly Hills",0.345065,"Home Closeout",0.249398
89302.000000,"F","Women's Career",204.890000,"YES","Mobile",20488.900000,3.000000,"Dress sale - 30 percent off",0.000000,455.660000,63.750000,"Discount of Womens Active Shoes",0.336330,"Shoe and Handbag sale",0.282574,"Johnston and Murphy",0.263650
89406.000000,"F","Women's Shoes",132.190000,"YES","Email",13218.500000,3.000000,"Dress sale - 30 percent off",0.000000,359.130000,89.560000,"Discount of Womens Active Shoes",0.315441,"Shoe and Handbag sale",0.307787,"Anastasia Beverly Hills",0.302366
89425.000000,"M","Men's Sportswear",288.620000,"NO","Direct Mail",28861.500000,3.000000,"Dress sale - 30 percent off",0.000000,431.490000,66.070000,"Home Closeout",0.425066,"Anastasia Beverly Hills",0.396969,"Shoe and Handbag sale",0.254508
89460.000000,"M","Women's Shoes",334.190000,"YES","Email",33419.100000,3.000000,"Dress sale - 30 percent off",0.000000,440.110000,77.360000,"Discount of Womens Active Shoes",0.396792,"Dress sale - 30 percent off",0.318862,"Home Closeout",0.264113
89484.000000,"M","Women's Career",406.550000,"NO","Mobile",40655.200000,3.000000,"Dress sale - 30 percent off",0.000000,339.370000,87.530000,"Anastasia Beverly Hills",0.531155,"Shoe and Handbag sale",0.326503,"Dress sale - 30 percent off",0.278295
89485.000000,"M","Women's Sportwear",183.220000,"YES","Email",18322.200000,3.000000,"Dress sale - 30 percent off",0.000000,359.920000,60.440000,"Discount of Womens Active Shoes",0.392565,"Lancome Gift with Purchase",0.340180,"Home Closeout",0.340172
89559.000000,"F","Home goods",243.810000,"NO","Direct Mail",24381.300000,3.000000,"Dress sale - 30 percent off",0.000000,442.330000,78.860000,"Johnston and Murphy",0.418993,"Anastasia Beverly Hills",0.338896,"Womens Sweater Sale",0.317564
89649.000000,"F","Men's Career",269.620000,"NO","Direct Mail",26962.100000,3.000000,"Dress sale - 30 percent off",0.000000,344.480000,48.040000,"Anastasia Beverly Hills",0.405695,"Johnston and Murphy",0.289405,"Shoe and Handbag sale",0.261544
89872.000000,"F","Women's Shoes",156.820000,"YES","Mobile",15682.200000,3.000000,"Dress sale - 30 percent off",0.000000,322.110000,39.000000,"Anastasia Beverly Hills",0.434052,"Shoe and Handbag sale",0.298307,"Save 20% Career Suits",0.289506
90165.000000,"F","Women's Career",108.550000,"YES","Direct Mail",10855.000000,3.000000,"Dress sale - 30 percent off",0.000000,332.640000,68.040000,"Discount of Womens Active Shoes",0.400070,"Home Closeout",0.336698,"Dress sale - 30 percent off",0.263109
90264.000000,"M","Men's Casual",104.970000,"NO","Mobile",10497.100000,3.000000,"Dress sale - 30 percent off",0.000000,395.720000,70.180000,"Home Closeout",0.400167,"Anastasia Beverly Hills",0.391910,"Discount of Womens Active Shoes",0.340359
90360.000000,"F","Home goods",151.370000,"NO","Email",15137.200000,3.000000,"Dress sale - 30 percent off",0.000000,399.550000,47.030000,"Anastasia Beverly Hills",0.477173,"Save 10% with store pickup",0.283451,"Lancome Gift with Purchase",0.258018
90462.000000,"M","Men's Casual",100.730000,"NO","Email",10072.600000,3.000000,"Dress sale - 30 percent off",0.000000,401.890000,78.570000,"Home Closeout",0.454474,"Anastasia Beverly Hills",0.401456,"Discount of Womens Active Shoes",0.290464
90562.000000,"M","Men's Casual",290.090000,"YES","Email",29008.700000,3.000000,"Dress sale - 30 percent off",0.000000,359.920000,79.670000,"Home Closeout",0.441340,"Save 10% with store pickup",0.418605,"Shoe and Handbag sale",0.343185
90730.000000,"M","Home goods",295.010000,"NO","Email",29500.500000,3.000000,"Dress sale - 30 percent off",0.000000,276.990000,83.820000,"Home Closeout",0.586717,"Save 10% with store pickup",0.479970,"Anastasia Beverly Hills",0.334792
90861.000000,"F","Men's Casual",382.560000,"YES","Email",38255.900000,3.000000,"Dress sale - 30 percent off",0.000000,277.700000,72.700000,"Anastasia Beverly Hills",0.380393,"Dress sale - 30 percent off",0.303714,"Shoe and Handbag sale",0.302817
90911.000000,"F","Women's Sportwear",305.210000,"NO","Email",30520.700000,3.000000,"Dress sale - 30 percent off",0.000000,300.280000,83.270000,"Home Closeout",0.328341,"Free shipping on orders over $49",0.308303,"Anastasia Beverly Hills",0.295254
90933.000000,"M","Women's Shoes",262.120000,"YES","Mobile",26211.700000,3.000000,"Dress sale - 30 percent off",0.000000,368.060000,73.070000,"Home Closeout",0.416214,"Dress sale - 30 percent off",0.290285,"Anastasia Beverly Hills",0.274837
91019.000000,"M","Home goods",484.030000,"YES","Mobile",48402.900000,3.000000,"Dress sale - 30 percent off",0.000000,536.290000,73.960000,"Home Closeout",0.417931,"Lancome Gift with Purchase",0.338670,"Anastasia Beverly Hills",0.291484
91074.000000,"F","Men's Casual",465.640000,"NO","Mobile",46564.200000,3.000000,"Dress sale - 30 percent off",0.000000,375.270000,98.900000,"Anastasia Beverly Hills",0.410015,"Home Closeout",0.288603,"Discount of Womens Active Shoes",0.283150
91117.000000,"M","Men's Casual",336.100000,"NO","Mobile",33610.300000,3.000000,"Dress sale - 30 percent off",0.000000,521.700000,82.310000,"Anastasia Beverly Hills",0.386080,"Home Closeout",0.318612,"Dress sale - 30 percent off",0.295471
91913.000000,"M","Women's Career",428.930000,"NO","Email",42892.800000,3.000000,"Dress sale - 30 percent off",0.000000,390.230000,85.670000,"Home Closeout",0.448015,"Anastasia Beverly Hills",0.365264,"Save 10% with store pickup",0.304680
