"ID","Gender","Status","Children","Est.Income","Car.Owner","Age","International","Local","Paymethod","LocalBilltype","LongDistanceBilltype","Usage","RatePlan","ValidLongDistance","Dropped","IncomeGroup","CallerType"
979,"M","S",0,80221.2,"N",29.026667,0,49.56,"Auto","FreeLocal","Standard",50.48,2,104,0,"","Domestic"
980,"M","S",0,84479.2,"N",28,0,43.01,"CC","FreeLocal","Standard",56.23,2,104,0,"","Domestic"
981,"F","M",2,64977.4,"N",38.193333,0,17.66,"CC","FreeLocal","Standard",45.77,3,210,1,"Income_Group_4","Domestic"
982,"F","M",0,77994,"N",50.553333,0,89.62,"CH","FreeLocal","Standard",102.02,1,40,0,"","Domestic"
983,"M","M",2,90103.7,"N",34.946667,8.87,45.34,"CC","Budget","Intnl_discount",66.45,4,37,0,"","Both"
984,"F","M",0,59008.4,"Y",30.18,0,18.73,"CC","Budget","Standard",31.59,1,44,0,"Income_Group_4","Domestic"
985,"M","M",2,5265.35,"N",52.873333,5.3,23.46,"Auto","Budget","Intnl_discount",31.1,3,109,0,"Income_Group_1","Both"
986,"M","S",1,84978.1,"N",21.64,7.68,76.07,"CH","FreeLocal","Intnl_discount",88.79,2,267,0,"","Both"
987,"F","M",2,36647.9,"N",49.986667,0,85.96,"CC","Budget","Intnl_discount",107.38,4,137,0,"Income_Group_2","Domestic"
988,"F","S",0,64319.2,"N",41.226667,0,37.15,"CH","Budget","Intnl_discount",40.16,1,240,0,"Income_Group_4","Domestic"
989,"F","S",1,73338,"N",48.246667,0,9.01,"Auto","Budget","Intnl_discount",29.93,2,129,0,"","Domestic"
990,"F","S",0,433.74,"N",60.746667,0,40.91,"CC","FreeLocal","Standard",44.22,2,243,0,"Income_Group_1","Domestic"
993,"M","M",2,10708.3,"N",26.026667,4.85,117.26,"CH","Budget","Intnl_discount",142.95,1,126,0,"Income_Group_1","Both"
996,"F","M",0,2031.61,"N",20.3,0,87.4,"CC","Budget","Standard",109.04,1,140,1,"Income_Group_1","Domestic"
1000,"F","S",2,16938.5,"N",52,0,8.76,"CH","FreeLocal","Standard",22.11,3,49,1,"Income_Group_1","Domestic"
1003,"F","M",0,55221,"N",43,0,15.2,"CC","FreeLocal","Standard",15.69,1,7,8,"Income_Group_4","Domestic"
1004,"F","M",1,8073.11,"N",46,0,60.35,"Auto","FreeLocal","Standard",89.05,4,216,1,"Income_Group_1","Domestic"
1005,"M","M",0,95448.6,"Y",53.68,0,5.21,"CH","Budget","Standard",29.46,4,172,2,"","Domestic"
1006,"M","S",1,24141.5,"Y",17.006667,0,97.05,"CC","FreeLocal","Standard",125.87,1,217,1,"Income_Group_2","Domestic"
1007,"M","S",2,63152.6,"Y",63.173333,0,40.07,"CC","Budget","Intnl_discount",70.01,1,236,0,"Income_Group_4","Domestic"
1008,"M","S",1,31952,"N",34.266667,0,4.87,"CC","Budget","Standard",4.87,2,1,2,"Income_Group_2","Domestic"
1009,"M","S",2,72084.7,"N",55.64,0,9.02,"CC","Budget","Intnl_discount",38.13,2,220,0,"","Domestic"
1010,"F","S",0,42760.5,"N",47,0,40.23,"CC","Budget","Standard",53.7,4,50,0,"Income_Group_2","Domestic"
1011,"F","S",1,49072,"N",48,0,10.74,"Auto","Budget","Intnl_discount",34.25,3,167,0,"Income_Group_4","Domestic"
1012,"F","M",0,27371.8,"Y",52.646667,0,126.55,"CC","FreeLocal","Standard",142.7,3,72,0,"Income_Group_2","Domestic"
1016,"M","M",1,71472.9,"N",41.913333,0,114.2,"CH","Budget","Standard",130.22,1,70,0,"Income_Group_4","Domestic"
1017,"F","M",0,95405.7,"N",48,0,6.21,"CC","Budget","Standard",13.96,3,294,0,"","Domestic"
1018,"F","S",0,95786.8,"Y",52.646667,0,87.46,"CC","Budget","Standard",108.79,1,135,0,"","Domestic"
1020,"M","S",0,90321.6,"N",55.113333,0,11.52,"CC","FreeLocal","Intnl_discount",12.39,3,11,0,"","Domestic"
1021,"M","D",1,90478.6,"N",54.553333,0,136.47,"CC","FreeLocal","Standard",154.49,4,89,0,"","Domestic"
1022,"F","M",2,56187,"N",43,0,13.74,"CH","Budget","Standard",21.83,3,298,0,"Income_Group_4","Domestic"
1023,"M","M",1,28313.1,"N",20.893333,0,6.74,"CC","Budget","Standard",13.63,2,282,0,"Income_Group_2","Domestic"
1025,"F","S",1,41000,"N",24.393333,0,206.08,"CC","Budget","Intnl_discount",229.64,2,168,2,"Income_Group_2","Domestic"
1030,"M","M",2,29616,"N",49.426667,0,45.5,"CH","FreeLocal","Standard",75.29,4,233,6,"Income_Group_2","Domestic"
1032,"M","M",0,19732.8,"N",50.673333,0,22.44,"CC","FreeLocal","Standard",47.25,1,177,1,"Income_Group_1","Domestic"
1035,"M","S",2,96.33,"N",56.473333,0,32.88,"CC","Budget","Standard",59.01,3,188,2,"Income_Group_1","Domestic"
1038,"F","M",2,52004.8,"N",25.14,0,23.11,"CH","Budget","Intnl_discount",28.14,2,267,1,"Income_Group_4","Domestic"
1041,"M","M",2,53010.8,"N",18.84,0,46.42,"CC","FreeLocal","Standard",58.87,4,41,6,"Income_Group_4","Domestic"
1042,"M","M",0,75004.5,"N",64.8,0,32.19,"CC","Budget","Intnl_discount",58.72,1,192,1,"","Domestic"
1045,"M","M",0,19749.3,"N",60.366667,0,13.94,"CC","Budget","Standard",34.17,2,119,1,"Income_Group_1","Domestic"
1046,"M","S",1,57626.9,"Y",43.906667,0,38.96,"CC","Budget","Standard",48.35,1,309,8,"Income_Group_4","Domestic"
1047,"M","M",2,20078,"N",32.846667,0,6.33,"CC","Budget","Intnl_discount",15.98,1,311,1,"Income_Group_1","Domestic"
1048,"F","M",2,47902,"N",26.033333,4.94,49.92,"Auto","FreeLocal","Standard",72.31,3,85,3,"Income_Group_2","Both"
1053,"M","M",1,7545.96,"Y",16.753333,0,178.36,"CC","Budget","Standard",200.75,2,152,1,"Income_Group_1","Domestic"
1059,"F","S",0,78851.3,"N",48.373333,0,28.66,"CC","FreeLocal","Standard",29.04,3,5,0,"","Domestic"
1060,"F","S",1,17540.7,"Y",62.786667,0.57,13.45,"Auto","Budget","Standard",36.2,1,148,0,"Income_Group_1","Both"
1061,"F","M",0,83891.9,"Y",61.02,0,45.47,"CH","Budget","Standard",74.4,4,218,0,"","Domestic"
1062,"F","M",2,28220.8,"N",38.766667,0,12.46,"CC","FreeLocal","Standard",38.95,4,191,0,"Income_Group_2","Domestic"
1064,"F","S",0,28589.1,"N",15.6,0,87.09,"CC","FreeLocal","Standard",100.28,1,47,0,"Income_Group_2","Domestic"
1066,"F","M",2,5237.63,"N",48.753333,8.05,56.64,"CC","Budget","Standard",78.02,3,48,0,"Income_Group_1","Both"
1069,"M","S",2,89459.9,"N",53.28,1.61,22.9,"CC","FreeLocal","Standard",36.05,2,27,0,"","Both"
1072,"F","S",1,13576.5,"N",39.426667,0,25.66,"CC","Budget","Standard",40.49,4,61,0,"Income_Group_1","Domestic"
1073,"F","S",0,81710.9,"N",58.54,0,15.46,"CC","FreeLocal","Standard",36.42,4,130,1,"","Domestic"
1076,"F","M",2,67388,"N",53.12,0.5,91.04,"CC","Budget","Standard",96.33,4,258,1,"Income_Group_4","Both"
1077,"F","M",1,57063,"Y",52.333333,0,81.3,"CH","Budget","Standard",98.1,4,77,0,"Income_Group_4","Domestic"
1078,"F","M",2,84166.1,"N",54.013333,0,11.74,"CC","Budget","Standard",15.02,1,242,1,"","Domestic"
1079,"F","S",0,45612.9,"N",14.3,0,311.29,"CC","Budget","Standard",323.82,4,42,1,"Income_Group_2","Domestic"
1084,"F","S",1,7737.94,"N",42.666667,0,50.84,"CC","FreeLocal","Standard",61.9,4,25,0,"Income_Group_1","Domestic"
1085,"M","S",2,120000,"N",42,0,293.24,"CH","Budget","Standard",314.62,2,136,0,"Income_Group_5","Domestic"
1086,"F","M",2,45287.6,"Y",29.026667,0,2.97,"CC","Budget","Standard",2.97,2,1,0,"Income_Group_2","Domestic"
1087,"F","M",2,59613.1,"N",34.32,0,163.41,"CC","Budget","Intnl_discount",175.78,4,39,0,"Income_Group_4","Domestic"
1089,"F","S",1,16326.7,"N",50.613333,0,1.34,"CC","FreeLocal","Intnl_discount",1.34,2,1,0,"Income_Group_1","Domestic"
1092,"F","S",2,9559.78,"N",51.38,0,59.59,"CC","FreeLocal","Standard",77.91,2,90,0,"Income_Group_1","Domestic"
1095,"F","M",2,42031.8,"N",50.753333,0,39.33,"CH","Budget","Intnl_discount",59.78,4,122,0,"Income_Group_2","Domestic"
1097,"F","M",2,83284.1,"Y",28.42,0,9.04,"Auto","FreeLocal","Intnl_discount",35.96,3,196,0,"","Domestic"
1098,"M","M",1,39229.1,"N",26.26,4.74,13.53,"CC","Budget","Intnl_discount",47.1,4,217,0,"Income_Group_2","Both"
1099,"F","D",1,68427.4,"N",42.393333,0,50.05,"Auto","FreeLocal","Standard",73.81,1,170,0,"Income_Group_4","Domestic"
1101,"M","S",0,3601.71,"N",49.266667,4.19,111.84,"Auto","Budget","Intnl_discount",125.6,4,310,0,"Income_Group_1","Both"
1103,"F","S",0,98716.3,"N",55.66,8.23,13.92,"CC","FreeLocal","Standard",43.13,4,131,1,"Income_Group_5","Both"
1104,"F","S",2,66182.7,"Y",62.48,0,47.17,"Auto","Budget","Standard",58.87,4,32,1,"Income_Group_4","Domestic"
1105,"F","M",2,84789.3,"N",50.433333,8.8,10.45,"CH","FreeLocal","Standard",33.47,4,57,8,"","Both"
1107,"F","M",2,35976.5,"Y",48.853333,0,31.78,"Auto","FreeLocal","Intnl_discount",50.63,4,94,1,"Income_Group_2","Domestic"
1108,"F","M",0,32703.1,"Y",64.92,0,56.09,"CC","Budget","Intnl_discount",72.89,4,78,2,"Income_Group_2","Domestic"
1110,"F","M",2,8204.72,"N",52.973333,0,24.19,"CH","FreeLocal","Standard",39.79,2,67,1,"Income_Group_1","Domestic"
1111,"M","M",1,97180.4,"N",50.6,9.63,45.66,"CC","FreeLocal","Standard",63.51,3,299,0,"Income_Group_5","Both"
1112,"F","M",0,80405.1,"N",60.226667,8.95,17.11,"CC","FreeLocal","Standard",28.98,4,116,0,"","Both"
1113,"F","S",2,38280,"N",33.74,0,74.97,"Auto","FreeLocal","Intnl_discount",86.61,2,31,0,"Income_Group_2","Domestic"
1114,"M","S",0,64136.6,"Y",61.106667,1,125.15,"CC","FreeLocal","Intnl_discount",142.37,1,74,0,"Income_Group_4","Both"
1116,"F","M",2,45429.7,"Y",61.713333,0,73.04,"CH","FreeLocal","Standard",97.74,2,175,0,"Income_Group_2","Domestic"
1118,"F","S",0,25285.5,"N",53.986667,0,11.93,"CC","FreeLocal","Standard",21.3,3,308,0,"Income_Group_2","Domestic"
1119,"F","M",2,77551.1,"Y",33.6,0,41.89,"CC","Budget","Intnl_discount",62.42,3,123,1,"","Domestic"
1120,"F","M",0,38538.4,"N",12.326667,8.32,16.48,"CC","FreeLocal","Standard",47.66,1,160,0,"Income_Group_2","Both"
1127,"M","M",0,92881.8,"N",21.38,6.12,85.29,"CC","FreeLocal","Standard",93.57,2,107,0,"","Both"
1128,"M","S",2,43634.5,"N",21.78,9.42,104.64,"CC","Budget","Standard",143.5,2,226,0,"Income_Group_2","Both"
1132,"F","S",1,13109.1,"N",62.606667,0,40.48,"Auto","Budget","Standard",62.87,1,151,0,"Income_Group_1","Domestic"
1133,"M","S",1,92647.5,"N",56.046667,5.74,10.34,"CC","Budget","Standard",32.13,2,71,3,"","Both"
1134,"M","S",2,21021.6,"Y",62.753333,0,11.19,"CC","Budget","Standard",14.95,2,104,2,"Income_Group_1","Domestic"
1135,"M","S",0,74460.7,"Y",55.34,0.99,179.93,"CC","FreeLocal","Standard",206.46,2,181,5,"","Both"
1138,"F","S",2,28787.4,"N",41.666667,0,58.09,"Auto","Budget","Standard",86.06,1,207,0,"Income_Group_2","Domestic"
1141,"M","M",1,13091.6,"N",59.126667,0,20.26,"CC","Budget","Intnl_discount",43.06,4,158,0,"Income_Group_1","Domestic"
1144,"F","M",2,62061.8,"Y",45.92,0,52.22,"Auto","FreeLocal","Standard",82.08,1,234,0,"Income_Group_4","Domestic"
1145,"F","M",1,20550.9,"Y",22.12,0.86,57.06,"CC","Budget","Standard",85.64,1,205,2,"Income_Group_1","Both"
1148,"M","M",2,1765.41,"N",18.766667,0,44.95,"CC","FreeLocal","Standard",47.99,4,241,6,"Income_Group_1","Domestic"
1151,"F","S",2,19131.1,"N",56.186667,0,34.91,"Auto","Budget","Standard",57.07,2,147,1,"Income_Group_1","Domestic"
1157,"M","M",2,42750.3,"Y",50.493333,1.97,112.4,"Auto","Budget","Intnl_discount",134.97,2,124,1,"Income_Group_2","Both"
1159,"F","S",2,2842.55,"N",45.92,0,0.79,"Auto","Budget","Intnl_discount",0.79,4,1,1,"Income_Group_1","Domestic"
1160,"M","M",2,22358.1,"N",52.626667,1.52,12.19,"CC","Budget","Standard",29.25,3,66,2,"Income_Group_1","Both"
1162,"M","M",0,47870.8,"Y",27.26,1.17,12.48,"CC","FreeLocal","Standard",13.82,2,104,1,"Income_Group_2","Both"
1163,"F","S",2,6440.46,"Y",43,0,27.2,"CH","Budget","Standard",49.86,2,157,1,"Income_Group_1","Domestic"
1164,"F","S",0,7325.5,"N",36.92,0,161.54,"CC","FreeLocal","Intnl_discount",190.06,3,215,8,"Income_Group_1","Domestic"
1166,"M","M",2,28766.9,"N",46.84,0,58.08,"CC","Budget","Standard",64.2,1,276,1,"Income_Group_2","Domestic"
1171,"M","S",0,72928.2,"N",38.733333,0,196.22,"CC","Budget","Standard",203.67,2,289,2,"","Domestic"
1172,"M","M",2,91272.2,"Y",25.033333,0,13.01,"CC","FreeLocal","Standard",40,1,197,1,"","Domestic"
1178,"M","S",0,65000,"Y",52.266667,9.7,115.66,"Auto","FreeLocal","Intnl_discount",137,1,30,4,"Income_Group_4","Both"
1182,"M","M",2,1406.05,"Y",19.306667,0,15.17,"CC","Budget","Standard",26.72,1,28,2,"Income_Group_1","Domestic"
1184,"F","S",0,73228.3,"N",46,0,28.11,"Auto","Budget","Standard",50.58,3,155,5,"","Domestic"
1185,"F","S",2,76231.9,"N",63.806667,0,150.75,"Auto","FreeLocal","Standard",152.76,3,105,0,"","Domestic"
1190,"M","M",1,64792.3,"N",52.146667,1.51,36.84,"CH","FreeLocal","Standard",51.41,1,46,0,"Income_Group_4","Both"
1193,"F","S",0,93322.1,"Y",40.313333,0,8.79,"CH","Budget","Intnl_discount",38.72,1,235,0,"","Domestic"
1198,"M","M",1,63437.3,"N",63.653333,3.35,10.94,"CC","Budget","Intnl_discount",14.98,4,9,2,"Income_Group_4","Both"
1202,"M","M",2,49910.7,"Y",51.52,0,23.72,"CC","Budget","Standard",51.14,4,202,6,"Income_Group_4","Domestic"
1204,"M","M",1,76161.4,"Y",44.573333,0,25.58,"CC","FreeLocal","Standard",37.55,3,36,1,"","Domestic"
1205,"F","M",2,55860,"Y",14.573333,0,10.35,"CC","FreeLocal","Intnl_discount",26.37,1,69,1,"Income_Group_4","Domestic"
1206,"F","S",1,12686,"N",64.8,0,80.64,"Auto","Budget","Standard",103.88,4,165,1,"Income_Group_1","Domestic"
1214,"M","M",2,57360.8,"Y",53.253333,0,57.25,"CC","FreeLocal","Standard",67.61,1,20,2,"Income_Group_4","Domestic"
1215,"M","M",0,92414.7,"Y",45.513333,0,10.62,"CC","FreeLocal","Standard",40.06,1,225,1,"","Domestic"
1216,"M","M",0,60102.7,"N",42.14,0,62.44,"CH","FreeLocal","Standard",72.29,3,313,2,"Income_Group_4","Domestic"
1218,"F","M",2,17888.7,"N",52.646667,0,332.46,"CC","Budget","Standard",361.88,2,224,8,"Income_Group_1","Domestic"
1219,"F","S",1,12526.3,"N",53.553333,0,28.86,"CC","FreeLocal","Intnl_discount",40.59,3,33,1,"Income_Group_1","Domestic"
1222,"F","S",2,14578.8,"Y",60.933333,0,95.1,"Auto","Budget","Standard",107.02,1,35,2,"Income_Group_1","Domestic"
1225,"M","M",0,78572.2,"Y",42.346667,0,29.28,"CC","FreeLocal","Standard",51.09,1,142,2,"","Domestic"
1226,"M","M",1,3933.74,"N",17.86,0,47.91,"CC","Budget","Intnl_discount",57.67,2,312,0,"Income_Group_1","Domestic"
1227,"F","M",2,48238.8,"N",34.706667,0,168.03,"CC","FreeLocal","Standard",191.32,1,166,0,"Income_Group_4","Domestic"
1229,"F","M",0,28770.9,"N",12.34,5.32,16.27,"CH","FreeLocal","Standard",49.6,3,208,0,"Income_Group_2","Both"
1230,"F","M",2,87578.2,"Y",53.366667,0,22.15,"CC","Budget","Standard",22.44,4,4,0,"","Domestic"
1231,"F","M",2,86695.4,"N",13.906667,0,32.09,"CC","FreeLocal","Standard",58.03,1,185,0,"","Domestic"
1237,"F","S",1,30763.8,"Y",14.193333,0,35.85,"CC","Budget","Standard",57.17,3,134,0,"Income_Group_2","Domestic"
1238,"F","M",2,3193.6,"N",54.046667,0,114.62,"CH","Budget","Standard",118.82,3,256,1,"Income_Group_1","Domestic"
1239,"M","M",1,69680.9,"N",15.846667,0,32.12,"CC","FreeLocal","Intnl_discount",39.8,2,291,0,"Income_Group_4","Domestic"
1242,"F","M",0,77000,"N",63.353333,0,90.18,"Auto","FreeLocal","Intnl_discount",119.82,4,229,4,"","Domestic"
1243,"M","D",0,2056.06,"Y",18.94,6.98,27.75,"Auto","Budget","Standard",58.8,3,171,0,"Income_Group_1","Both"
1244,"F","M",2,7776.6,"N",35.706667,0,68.33,"CC","FreeLocal","Standard",94.2,1,184,0,"Income_Group_1","Domestic"
1245,"M","M",1,2067.82,"N",47.853333,0,70.65,"CC","Budget","Intnl_discount",85.9,4,63,1,"Income_Group_1","Domestic"
1246,"M","S",0,78000,"N",46,7.66,8.49,"CC","Budget","Standard",20.74,4,257,0,"","Both"
1248,"F","M",2,69343.3,"N",42.166667,0,15.54,"CC","FreeLocal","Standard",21.91,1,278,0,"Income_Group_4","Domestic"
1249,"F","M",0,83287,"N",42,0,23.89,"Auto","Budget","Standard",24.46,3,8,2,"","Domestic"
1252,"F","M",0,14932.5,"N",70,0,6.5,"CC","Budget","Intnl_discount",11.42,3,259,0,"Income_Group_1","Domestic"
1253,"F","S",0,27498.1,"N",70,0,9.88,"CC","Budget","Intnl_discount",12.08,2,108,0,"Income_Group_2","Domestic"
1255,"F","M",2,21419.9,"N",59.833333,0,103.12,"CC","FreeLocal","Standard",129.51,4,189,0,"Income_Group_1","Domestic"
1256,"F","M",2,30665.2,"Y",22.88,8.32,63.28,"Auto","FreeLocal","Standard",77.44,3,272,0,"Income_Group_2","Both"
1257,"F","M",1,68000,"Y",44,0,30.95,"Auto","FreeLocal","Intnl_discount",37.04,1,275,0,"Income_Group_4","Domestic"
1258,"F","M",2,50561.3,"N",62,0,113.31,"CH","Budget","Standard",129.91,3,76,1,"Income_Group_4","Domestic"
1260,"F","S",2,23464,"Y",55,0,41.71,"CC","Budget","Intnl_discount",64.14,3,153,0,"Income_Group_1","Domestic"
1261,"F","M",2,194.57,"N",41,0,38.95,"CC","FreeLocal","Standard",67.21,4,212,0,"Income_Group_1","Domestic"
1262,"F","M",1,98680.4,"Y",62,0,8.85,"CH","FreeLocal","Intnl_discount",26.44,1,88,1,"Income_Group_5","Domestic"
1263,"M","M",0,65619.7,"Y",46,0,144.66,"CC","Budget","Standard",158.22,3,51,1,"Income_Group_4","Domestic"
1264,"F","M",1,95620.3,"Y",41,0,93.61,"CC","Budget","Standard",104.53,3,24,8,"","Domestic"
1265,"F","D",1,85275,"N",70,0,151.61,"Auto","FreeLocal","Intnl_discount",174.09,3,156,1,"","Domestic"
1266,"F","M",1,66921.4,"Y",61,0,8.97,"CC","FreeLocal","Intnl_discount",24.67,3,68,2,"Income_Group_4","Domestic"
1267,"F","M",1,98453.6,"Y",55,0,11.65,"Auto","FreeLocal","Standard",25.38,2,52,1,"Income_Group_5","Domestic"
1268,"F","M",2,94026.8,"Y",27.746667,0,10.62,"CC","FreeLocal","Intnl_discount",35.63,3,178,0,"","Domestic"
1270,"F","S",2,57420,"Y",42,0,252.53,"Auto","Budget","Standard",277.72,3,180,1,"Income_Group_4","Domestic"
1271,"M","M",0,80000,"N",56.193333,3.73,26.69,"CC","FreeLocal","Standard",34.35,1,247,1,"","Both"
1274,"F","M",2,63234.5,"Y",52.36,0,1.16,"CH","FreeLocal","Intnl_discount",1.16,4,1,0,"Income_Group_4","Domestic"
1275,"F","S",2,46945,"N",65,4.62,26.01,"CC","Budget","Standard",49.6,2,96,0,"Income_Group_2","Both"
1276,"M","M",0,3911.9,"N",59,8.48,25.14,"CC","Budget","Intnl_discount",39.36,1,271,0,"Income_Group_1","Both"
1277,"F","M",0,71816.1,"Y",60,0,25.26,"CC","FreeLocal","Standard",51.83,4,193,0,"Income_Group_4","Domestic"
1278,"F","M",2,18296.4,"Y",42.626667,0,10.39,"CC","FreeLocal","Standard",10.47,1,2,0,"Income_Group_1","Domestic"
1279,"F","S",0,39461,"N",22.226667,0.28,103.52,"CC","FreeLocal","Standard",126.68,2,161,1,"Income_Group_2","Both"
1280,"F","M",1,71502.5,"N",57,0,0.68,"CC","FreeLocal","Standard",0.68,2,1,0,"Income_Group_4","Domestic"
1281,"F","S",1,66000,"N",52,0,63.29,"Auto","FreeLocal","Standard",86.12,4,159,3,"Income_Group_4","Domestic"
1283,"M","M",1,47371,"Y",54.96,7.69,258.29,"CC","Budget","Intnl_discount",270.97,2,261,5,"Income_Group_2","Both"
1284,"F","M",2,52957,"Y",39.746667,0,125.52,"CH","FreeLocal","Standard",151.32,4,183,2,"Income_Group_4","Domestic"
1285,"F","S",2,86747.1,"N",64.853333,0,37.24,"Auto","Budget","Standard",57.4,3,118,0,"","Domestic"
1286,"F","M",0,57942.4,"N",50.313333,0,105.33,"CH","Budget","Intnl_discount",124.69,3,100,0,"Income_Group_4","Domestic"
1287,"F","M",1,87404.6,"N",63.186667,0,139.2,"Auto","Budget","Standard",160.84,4,139,2,"","Domestic"
1288,"M","S",2,20919,"N",55,4.92,153.36,"CC","FreeLocal","Intnl_discount",164.54,1,277,6,"Income_Group_1","Both"
1289,"F","M",2,85394,"Y",20.16,2.02,14.38,"Auto","Budget","Intnl_discount",35.69,4,99,2,"","Both"
1290,"F","S",0,2121.36,"N",39.786667,0,36.78,"CC","FreeLocal","Standard",38.8,1,106,2,"Income_Group_1","Domestic"
1291,"F","M",2,63566.1,"Y",56.3,0,65.09,"CH","Budget","Intnl_discount",73.03,3,295,1,"Income_Group_4","Domestic"
1292,"F","M",0,52089.6,"N",48,0,13.05,"CC","FreeLocal","Standard",23.87,2,22,2,"Income_Group_4","Domestic"
1293,"F","S",1,58328.8,"N",65,0,123.88,"CC","FreeLocal","Standard",131.25,3,287,1,"Income_Group_4","Domestic"
1294,"F","S",0,89813.6,"N",12.846667,1.96,149.26,"CC","FreeLocal","Intnl_discount",166.18,4,62,1,"","Both"
1296,"F","M",2,82644.2,"Y",33.493333,0,19.88,"CC","FreeLocal","Intnl_discount",41.85,2,145,8,"","Domestic"
1297,"F","S",1,27783.6,"N",14.04,6.53,18.07,"CC","FreeLocal","Standard",29.58,2,260,1,"Income_Group_2","Both"
1298,"F","S",1,86252.8,"Y",59,0,43.97,"CC","Budget","Standard",45.44,4,15,2,"","Domestic"
1299,"F","M",1,38738.3,"N",60,0,48.18,"CC","Budget","Intnl_discount",59.73,1,28,1,"Income_Group_2","Domestic"
1300,"F","M",2,60485.5,"N",41.666667,0,28.7,"Auto","Budget","Intnl_discount",40.41,4,32,3,"Income_Group_4","Domestic"
1301,"F","M",1,56722.8,"N",60.593333,6.21,51.17,"CC","FreeLocal","Standard",74.77,4,84,2,"Income_Group_4","Both"
1302,"F","M",0,55000,"N",48.373333,0,28.66,"CC","FreeLocal","Standard",29.04,4,5,5,"Income_Group_4","Domestic"
1303,"F","M",2,809.43,"Y",31.913333,0,2.89,"CH","FreeLocal","Intnl_discount",2.89,1,1,0,"Income_Group_1","Domestic"
1304,"M","S",1,76529.8,"N",58.28,5.36,20.05,"CC","Budget","Standard",43.89,2,91,0,"","Both"
1305,"F","M",2,34577.7,"N",63.253333,0,116.57,"CH","Budget","Standard",145.75,2,221,3,"Income_Group_2","Domestic"
1306,"M","M",0,23000,"Y",61.02,0,45.47,"CH","Budget","Standard",74.4,4,218,2,"Income_Group_1","Domestic"
1307,"F","M",0,77000,"N",55,0,45.46,"Auto","Budget","Standard",73.02,1,203,6,"","Domestic"
1308,"F","S",2,19008.4,"Y",52.166667,0,137.19,"CC","FreeLocal","Standard",147.74,1,21,1,"Income_Group_1","Domestic"
1309,"F","M",0,98056.3,"N",55.966667,0,126.96,"Auto","FreeLocal","Standard",150.67,3,169,1,"Income_Group_5","Domestic"
1310,"M","M",0,73400,"Y",53.213333,0,2.21,"CH","Budget","Standard",2.21,1,1,1,"","Domestic"
1311,"F","M",0,53432.2,"Y",57,0,83.48,"CH","FreeLocal","Standard",96.04,1,43,2,"Income_Group_4","Domestic"
1312,"M","M",0,78894.2,"N",52.74,1.41,43.23,"CH","Budget","Intnl_discount",46.65,3,104,1,"","Both"
1313,"M","S",1,16432.1,"Y",20.92,8.89,80.47,"CH","Budget","Intnl_discount",109.78,3,120,1,"Income_Group_1","Both"
1314,"M","M",0,62797.9,"N",54.446667,4.28,55.48,"CH","Budget","Intnl_discount",68.09,3,300,8,"Income_Group_4","Both"
1315,"M","S",1,71329.9,"Y",42.233333,3.55,45.92,"CC","Budget","Standard",63.75,1,58,1,"Income_Group_4","Both"
1316,"F","S",0,91498.9,"N",52,0,25.35,"CC","Budget","Standard",46.88,2,138,2,"","Domestic"
1317,"M","S",0,3601.71,"N",49.266667,4.19,111.84,"Auto","Budget","Intnl_discount",125.6,4,310,1,"Income_Group_1","Both"
1318,"F","S",1,33084.3,"Y",50.313333,0,105.28,"CH","Budget","Standard",125.05,1,101,0,"Income_Group_2","Domestic"
1319,"F","S",0,20913.6,"N",53.013333,7.16,65.77,"CC","FreeLocal","Standard",95.93,1,163,0,"Income_Group_1","Both"
1320,"M","M",0,62724.5,"Y",55,8.29,52.4,"Auto","FreeLocal","Standard",82.69,4,146,0,"Income_Group_4","Both"
1321,"F","S",1,49553.9,"Y",48,0,48.6,"CC","FreeLocal","Standard",78.54,1,237,0,"Income_Group_4","Domestic"
1322,"F","S",1,540.4,"Y",39.213333,0,7.75,"Auto","Budget","Intnl_discount",20.1,4,38,0,"Income_Group_1","Domestic"
1323,"F","M",0,57255.4,"N",27,1.98,78.37,"CC","FreeLocal","Standard",107.41,1,199,1,"Income_Group_4","Both"
1324,"F","S",1,71941.5,"Y",45,7.34,87.88,"CH","FreeLocal","Standard",103.21,3,296,0,"Income_Group_4","Both"
1325,"F","S",2,72583,"Y",22,8.21,27.12,"CH","FreeLocal","Standard",41.3,2,273,1,"","Both"
1326,"M","M",2,67339.8,"N",17.006667,5.19,48.69,"CC","FreeLocal","Intnl_discount",81.72,3,206,0,"Income_Group_4","Both"
1327,"F","M",1,88759.5,"N",60,0,114.62,"CC","FreeLocal","Standard",143.93,2,223,1,"","Domestic"
1328,"M","M",1,75799.9,"N",46.38,7.02,64.8,"CC","FreeLocal","Intnl_discount",94.06,2,150,0,"","Both"
1329,"F","S",2,15688.5,"N",53.06,0,8.03,"CC","Budget","Standard",22.42,1,59,0,"Income_Group_1","Domestic"
1330,"F","S",0,43382.3,"N",16.073333,8.76,99.94,"CH","FreeLocal","Standard",138.37,4,230,1,"Income_Group_2","Both"
1331,"M","S",0,2805.01,"Y",25,6.46,11.68,"CC","FreeLocal","Intnl_discount",38.08,1,102,0,"Income_Group_1","Both"
1332,"F","S",0,5185.31,"N",62.053333,5.99,30.51,"CC","FreeLocal","Intnl_discount",52.9,3,75,0,"Income_Group_1","Both"
